shipment_id,tracking_number,origin_location_id,destination_location_id,route_id,shipment_type,priority,weight_kg,distance_km,number_of_stops,number_of_handoffs,planned_duration_minutes,actual_duration_minutes,planned_delivery_time,actual_delivery_time,weather_exposure,traffic_exposure,congestion_exposure,transport_delay_minutes,external_event_exposure,historical_route_delay_rate,historical_route_avg_delay,expected_delay_minutes,delay_minutes,sla_limit_minutes,sla_breached,final_risk_score,planned_date
HIST028437,1Z14CDG7VZ5CHNFSYK,LOC023,LOC039,RT-LOC023-LOC019-LOC013,Express,Low,39.71,4279.14,11,12,1659.7,1704.7,2025-11-06T07:54:18,2025-11-06T08:39:18,0.132,0.518,0.188,0,0.03,0.231,41.4,45,45,10080,False,2.35,2025-11-05T04:14:36
HIST028438,1Z5XZQG7UT1GCKWX9G,LOC025,LOC059,RT-LOC025-LOC027-LOC063,Standard,Normal,22.03,1675.93,5,6,458.0,582.0,2026-01-01T17:14:15,2026-01-01T19:18:15,0.144,0.272,0.775,0,0.382,0.213,40.5,124,124,7200,False,3.41,2026-01-01T09:36:15
HIST028439,1ZAFQ456JTRDEIMJEC,LOC049,LOC029,RT-LOC049-LOC050-LOC051,International,Normal,91.85,702.01,3,5,496.2,594.2,2024-11-18T07:28:58,2024-11-18T09:06:58,0.424,0.368,0.271,0,0.036,0.164,42.8,98,98,7200,True,2.7,2024-11-17T23:12:46
HIST028440,1Z0KOYRRCFWKTXKE1O,LOC007,LOC069,RT-LOC007-LOC006-LOC059,Express,Low,4.17,2638.57,10,12,581.2,671.2,2026-05-08T09:05:28,2026-05-08T10:35:28,0.296,0.611,0.451,0,0.172,0.227,49.0,90,90,10080,True,3.4,2026-05-07T23:24:16
HIST028441,1ZLOJ0GPO32WPPCZW7,LOC015,LOC043,RT-LOC015-LOC045-LOC074,Standard,High,36.83,1627.24,3,4,1220.5,1298.5,2025-04-19T22:35:48,2025-04-19T23:53:48,0.327,0.428,0.296,0,0.21,0.181,38.8,78,78,4320,False,2.8,2025-04-19T02:15:18
HIST028442,1ZZUZ9C45UNM79U59X,LOC057,LOC069,RT-LOC057-LOC055-LOC008,Priority,Normal,4.45,3957.32,18,19,1114.2,1224.2,2025-01-17T10:18:10,2025-01-17T12:08:10,0.569,0.612,0.158,0,0.129,0.237,58.7,110,110,7200,False,3.34,2025-01-16T15:43:58
HIST028443,1Z7NLZ1EJXYS5R3N7L,LOC051,LOC031,RT-LOC051-LOC028-LOC050,Standard,Normal,63.97,1565.7,5,7,197.2,371.2,2024-06-30T00:43:08,2024-06-30T03:37:08,0.382,0.709,0.759,60,0.047,0.144,53.3,174,174,7200,True,4.09,2024-06-29T21:25:56
HIST028444,1Z2LFE07FOPOGL9Y0W,LOC017,LOC015,RT-LOC017-LOC002-LOC029,International,Critical,49.7,2702.66,8,8,869.5,956.5,2025-05-08T17:04:04,2025-05-08T18:31:04,0.355,0.727,0.221,0,0.05,0.225,58.0,87,87,2880,False,3.15,2025-05-08T02:34:34
HIST028445,1ZLM71UW7DHCY2A1UE,LOC016,LOC060,RT-LOC016-LOC030-LOC012,Temperature Sensitive,High,57.07,1429.37,5,5,390.3,609.3,2025-08-02T04:13:11,2025-08-02T07:52:11,0.265,0.471,0.42,120,0.113,0.208,78.6,219,219,4320,True,3.39,2025-08-01T21:42:53
HIST028446,1Z0ZVTCLBKJXXRUUKU,LOC052,LOC057,RT-LOC052-LOC009-LOC055,Express,High,4.88,801.66,3,3,68.7,131.7,2025-10-03T20:33:25,2025-10-03T21:36:25,0.371,0.361,0.551,0,0.004,0.174,26.3,63,63,4320,False,3.17,2025-10-03T19:24:43
HIST028447,1ZSBH2FHFFRFNSZU5D,LOC042,LOC043,RT-LOC042-LOC046-LOC043,Express,High,368.41,887.02,2,2,665.2,798.2,2026-02-08T22:39:47,2026-02-09T00:52:47,0.214,0.385,0.577,0,0.478,0.271,23.4,133,133,4320,False,3.56,2026-02-08T11:34:35
HIST028448,1Z8307CPFZS5G8JDBG,LOC019,LOC039,RT-LOC019-LOC013-LOC062,Priority,Low,47.81,4070.31,10,12,1503.1,1559.1,2025-10-22T15:40:59,2025-10-22T16:36:59,0.119,0.293,0.191,0,0.008,0.231,44.1,56,56,10080,False,1.99,2025-10-21T14:37:53
HIST028449,1ZI2BV8THE2Y29R02F,LOC035,LOC069,RT-LOC035-LOC036-LOC015,Standard,High,13.89,1610.11,3,5,740.9,868.9,2025-05-04T00:24:28,2025-05-04T02:32:28,0.343,0.451,0.534,0,0.369,0.244,82.6,128,128,4320,False,3.66,2025-05-03T12:03:34
HIST028450,1Z87BE1151CXDEWQLU,LOC022,LOC057,RT-LOC022-LOC021-LOC004,Express,Critical,9.44,1298.95,5,7,237.8,286.8,2025-12-18T14:40:25,2025-12-18T15:29:25,0.561,0.381,0.039,0,0.301,0.232,49.6,49,49,2880,False,3.03,2025-12-18T10:42:37
HIST028451,1Z8S03SPMQV9BN4PSY,LOC061,LOC033,RT-LOC061-LOC062-LOC066,International,High,83.43,1555.85,5,6,486.8,681.8,2024-09-11T07:47:56,2024-09-11T11:02:56,0.083,0.438,0.006,120,0.433,0.224,50.6,195,195,4320,False,2.52,2024-09-10T23:41:08
HIST028452,1ZPF7RLOPMZRMSISG7,LOC026,LOC013,RT-LOC026-LOC027-LOC063,Fragile,High,2.63,994.7,3,5,241.5,374.5,2026-05-25T01:30:01,2026-05-25T03:43:01,0.048,0.572,0.713,0,0.171,0.205,78.3,133,133,4320,False,3.62,2026-05-24T21:28:31
HIST028453,1ZGFA7F0LI0OU00B2I,LOC003,LOC015,RT-LOC003-LOC007-LOC006,Express,Normal,39.81,3486.12,12,14,1041.2,1148.2,2025-08-09T13:53:59,2025-08-09T15:40:59,0.531,0.724,0.733,0,0.244,0.222,50.9,107,107,7200,True,4.66,2025-08-08T20:32:47
HIST028454,1ZVKBESFLMYRI2TA0G,LOC042,LOC047,RT-LOC042-LOC047,Express,High,46.75,249.75,1,1,124.9,228.9,2024-10-06T19:04:17,2024-10-06T20:48:17,0.498,0.925,0.092,0,0.33,0.228,16.0,104,104,4320,False,3.73,2024-10-06T16:59:23
HIST028455,1Z51G86EP8K4IDUYVX,LOC065,LOC071,RT-LOC065-LOC067-LOC068,Standard,Low,28.5,1544.22,5,7,656.8,702.8,2025-09-27T17:13:55,2025-09-27T17:59:55,0.346,0.509,0.409,0,0.151,0.179,75.2,46,46,10080,True,3.12,2025-09-27T06:17:07
HIST028456,1Z1L2Z2FTOP18TQDFC,LOC003,LOC052,RT-LOC003-LOC007-LOC052,Express,Normal,33.84,491.68,2,2,138.5,328.5,2024-12-18T01:50:49,2024-12-18T05:00:49,0.688,0.546,0.136,30,0.464,0.211,38.0,190,190,7200,False,3.71,2024-12-17T23:32:19
HIST028457,1ZIHCULBQZ8HYLSSF1,LOC048,LOC061,RT-LOC048-LOC036-LOC015,Standard,Normal,291.99,3305.85,8,10,1331.0,1410.0,2024-09-12T18:57:56,2024-09-12T20:16:56,0.161,0.605,0.6,0,0.309,0.228,72.7,79,79,7200,True,3.56,2024-09-11T20:46:56
HIST028458,1Z5PEMKSE9AYS8X19U,LOC052,LOC021,RT-LOC052-LOC009-LOC010,Standard,Normal,30.06,800.54,4,4,145.6,227.6,2026-01-09T08:03:32,2026-01-09T09:25:32,0.259,0.309,0.497,0,0.39,0.237,40.0,82,82,7200,True,3.21,2026-01-09T05:37:56
HIST028459,1ZTFYZJW69AXGQNFAU,LOC015,LOC031,RT-LOC015-LOC069-LOC031,Express,Normal,183.86,949.79,2,4,245.7,381.7,2024-12-05T12:07:53,2024-12-05T14:23:53,0.405,0.695,0.438,0,0.445,0.341,44.7,136,136,7200,True,4.27,2024-12-05T08:02:11
HIST028460,1ZYAQ2FR18YBMLRTXZ,LOC037,LOC008,RT-LOC037-LOC038-LOC045,International,Normal,91.62,5593.94,14,15,1689.8,1808.8,2024-09-18T05:15:21,2024-09-18T07:14:21,0.382,0.592,0.183,0,0.494,0.223,46.8,119,119,7200,True,3.32,2024-09-17T01:05:33
HIST028461,1Z3C90OUCFZTK77486,LOC025,LOC012,RT-LOC025-LOC027-LOC063,Standard,Normal,50.67,1450.47,4,6,446.4,511.4,2025-02-15T03:38:16,2025-02-15T04:43:16,0.084,0.551,0.223,30,0.263,0.194,48.0,65,65,7200,False,2.47,2025-02-14T20:11:52
HIST028462,1ZRYYHWWA0PW51AKHD,LOC071,LOC073,RT-LOC071-LOC050-LOC016,Standard,Normal,15.83,2342.46,5,5,1306.1,1396.1,2024-12-21T15:43:09,2024-12-21T17:13:09,0.432,0.475,0.3,0,0.498,0.297,50.0,90,90,7200,False,3.67,2024-12-20T17:57:03
HIST028463,1ZT8DYEG08OYLQG4V0,LOC017,LOC055,RT-LOC017-LOC006-LOC003,Standard,Normal,37.59,1488.25,6,8,330.9,410.9,2026-01-29T21:46:37,2026-01-29T23:06:37,0.284,0.636,0.023,30,0.163,0.204,44.5,80,80,7200,True,2.65,2026-01-29T16:15:43
HIST028464,1ZMQ5WKW217YVJ5X7K,LOC052,LOC058,RT-LOC052-LOC009-LOC055,Fragile,High,10.18,920.8,3,4,78.9,198.9,2024-03-07T16:22:55,2024-03-07T18:22:55,0.222,0.776,0.529,0,0.35,0.209,45.4,120,120,4320,False,3.99,2024-03-07T15:04:01
HIST028465,1ZTU5IHQSSCCQVMD6I,LOC037,LOC050,RT-LOC037-LOC038-LOC045,Standard,Normal,39.91,2946.15,7,7,1079.9,1185.9,2024-10-23T22:08:16,2024-10-23T23:54:16,0.199,0.568,0.276,0,0.358,0.246,34.2,106,106,7200,True,3.03,2024-10-23T04:08:22
HIST028466,1ZLSPZSM3J189ESAV9,LOC075,LOC034,RT-LOC075-LOC044-LOC074,Fragile,Normal,36.3,3619.65,7,7,1175.3,1263.3,2024-05-03T07:11:54,2024-05-03T08:39:54,0.241,0.67,0.483,0,0.256,0.228,50.2,88,88,7200,True,3.74,2024-05-02T11:36:36
HIST028467,1Z39BTXX5P5KY6I3B4,LOC052,LOC074,RT-LOC052-LOC007-LOC006,Priority,High,0.98,4760.14,14,15,1910.2,1972.2,2026-06-07T07:19:54,2026-06-07T08:21:54,0.545,0.656,0.139,0,0.022,0.219,53.1,62,62,4320,False,3.25,2026-06-05T23:29:42
HIST028468,1ZK5QOMDOPMG1PFYUD,LOC006,LOC010,RT-LOC006-LOC003-LOC007,Standard,High,49.86,1295.16,5,6,261.0,350.0,2024-03-03T18:28:23,2024-03-03T19:57:23,0.463,0.664,0.397,0,0.174,0.192,35.0,89,89,4320,False,3.62,2024-03-03T14:07:23
HIST028469,1Z4W3M2GC7QOPC5CHV,LOC038,LOC009,RT-LOC038-LOC045-LOC015,Express,Normal,162.65,5167.53,12,13,1473.0,1634.0,2025-05-23T04:02:22,2025-05-23T06:43:22,0.362,0.641,0.656,0,0.396,0.243,51.2,161,161,7200,True,4.25,2025-05-22T03:29:22
HIST028470,1ZUQO7Z3R8L18WYNGN,LOC067,LOC003,RT-LOC067-LOC012-LOC018,Priority,Normal,100.69,1268.87,5,6,534.1,603.1,2025-09-27T20:09:40,2025-09-27T21:18:40,0.325,0.547,0.275,0,0.047,0.217,47.0,69,69,7200,False,2.91,2025-09-27T11:15:34
HIST028471,1Z9Q8N0GRSGWJFU9VO,LOC009,LOC067,RT-LOC009-LOC010-LOC020,Express,Normal,31.52,2365.56,11,11,839.5,920.5,2025-09-22T12:06:57,2025-09-22T13:27:57,0.297,0.353,0.166,0,0.109,0.218,69.1,81,81,7200,False,2.36,2025-09-21T22:07:27
HIST028472,1Z5WRJVB9IZJDMG3A3,LOC022,LOC040,RT-LOC022-LOC021-LOC020,Express,Low,134.4,4621.61,13,13,1630.9,1831.9,2025-05-15T00:19:26,2025-05-15T03:40:26,0.313,0.479,0.476,120,0.285,0.252,59.9,201,201,10080,True,3.69,2025-05-13T21:08:32
HIST028473,1ZZMD9B2L03O9D9HVX,LOC001,LOC057,RT-LOC001-LOC007-LOC052,International,Critical,49.15,1529.68,5,6,384.5,521.5,2024-06-18T22:01:53,2024-06-19T00:18:53,0.255,0.529,0.21,30,0.159,0.222,25.2,137,137,2880,True,2.69,2024-06-18T15:37:23
HIST028474,1ZS5UGLJ1VC460CD29,LOC008,LOC051,RT-LOC008-LOC009-LOC010,Express,Normal,23.09,2290.68,12,13,710.6,1035.6,2025-02-17T00:37:09,2025-02-17T06:02:09,0.261,0.696,0.138,240,0.262,0.231,55.6,325,325,7200,True,3.53,2025-02-16T12:46:33
HIST028475,1Z80WKWEQH2WLQBGBZ,LOC006,LOC033,RT-LOC006-LOC059-LOC005,Fragile,Critical,30.52,2242.84,8,10,687.9,788.9,2024-04-08T04:13:22,2024-04-08T05:54:22,0.293,0.46,0.477,0,0.111,0.197,52.4,101,101,2880,False,3.29,2024-04-07T16:45:28
HIST028476,1ZMQFEZTW0JN07J4HG,LOC009,LOC010,RT-LOC009-LOC010,Fragile,Normal,7.98,129.61,1,2,64.8,198.8,2024-12-28T21:19:51,2024-12-28T23:33:51,0.358,0.99,0.349,0,0.388,0.113,34.0,134,134,7200,False,4.02,2024-12-28T20:15:03
HIST028477,1ZHB8I2Z0UKD253OI3,LOC010,LOC059,RT-LOC010-LOC020-LOC021,Standard,High,39.45,1349.27,6,8,402.1,521.1,2025-04-24T00:54:03,2025-04-24T02:53:03,0.31,0.669,0.012,0,0.315,0.259,69.5,119,119,4320,False,3.03,2025-04-23T18:11:57
HIST028478,1ZZUCXAEA6TARZYJP1,LOC053,LOC044,RT-LOC053-LOC052-LOC007,Standard,High,5.32,5694.83,17,17,2252.1,2373.1,2024-10-25T13:44:13,2024-10-25T15:45:13,0.415,0.68,0.1,0,0.397,0.225,58.0,121,121,4320,False,3.26,2024-10-24T00:12:07
HIST028479,1ZVD2MW8RYRN5OC7D9,LOC044,LOC053,RT-LOC044-LOC074-LOC045,Standard,High,54.92,4538.96,12,12,1489.5,1606.5,2024-02-03T17:53:40,2024-02-03T19:50:40,0.423,0.55,0.343,0,0.432,0.266,57.3,117,117,4320,True,3.7,2024-02-02T17:04:10
HIST028480,1Z7J2ADJ01LPB5ZAG7,LOC016,LOC055,RT-LOC016-LOC030-LOC012,Standard,Normal,30.28,3160.22,9,9,723.0,800.0,2025-11-27T23:02:54,2025-11-28T00:19:54,0.448,0.562,0.106,0,0.496,0.214,59.7,77,77,7200,True,3.23,2025-11-27T10:59:54
HIST028481,1ZNYMNI6EV6KNQPQR4,LOC039,LOC043,RT-LOC039-LOC047-LOC046,Express,Normal,3.94,1361.08,3,5,874.8,956.8,2025-09-09T14:21:59,2025-09-09T15:43:59,0.296,0.652,0.413,0,0.169,0.254,51.7,82,82,7200,False,3.45,2025-09-08T23:47:11
HIST028482,1ZADALWAG2UFI35Z5V,LOC062,LOC026,RT-LOC062-LOC063-LOC026,Standard,Low,2.37,751.05,2,3,472.5,605.5,2026-03-16T13:51:43,2026-03-16T16:04:43,0.343,0.698,0.616,0,0.3,0.127,40.4,133,133,10080,False,3.83,2026-03-16T05:59:13
HIST028483,1ZE8XVAGL2JYO6NVIU,LOC055,LOC067,RT-LOC055-LOC008-LOC009,Standard,High,28.62,2549.58,13,14,935.1,1098.1,2024-12-24T23:49:45,2024-12-25T02:32:45,0.46,0.407,0.278,30,0.437,0.224,69.9,163,163,4320,True,3.33,2024-12-24T08:14:39
HIST028484,1ZS0C86HLSZ89ADBQK,LOC019,LOC023,RT-LOC019-LOC023,Express,Low,30.79,208.83,1,1,156.6,235.6,2024-08-21T14:41:21,2024-08-21T16:00:21,0.343,1.0,0.012,0,0.43,0.314,93.6,79,79,10080,False,3.85,2024-08-21T12:04:45
HIST028485,1Z2PBLIAN91VSGW1LC,LOC057,LOC046,RT-LOC057-LOC055-LOC008,International,Normal,3.44,5642.62,18,19,2050.5,2207.5,2026-06-17T05:27:45,2026-06-17T08:04:45,0.179,0.702,0.22,60,0.258,0.251,55.3,157,157,7200,True,3.02,2026-06-15T19:17:15
HIST028486,1ZB6FU5JCQ29ZAFX04,LOC040,LOC036,RT-LOC040-LOC038-LOC037,Standard,Low,30.08,1764.37,4,5,670.7,745.7,2026-02-27T02:03:57,2026-02-27T03:18:57,0.061,0.724,0.271,0,0.069,0.272,67.0,75,75,10080,False,2.86,2026-02-26T14:53:15
HIST028487,1Z6NUGLNBQFQD7FDAZ,LOC009,LOC061,RT-LOC009-LOC010-LOC020,Standard,Normal,4.76,1443.09,6,8,536.2,582.2,2025-11-21T00:53:03,2025-11-21T01:39:03,0.267,0.337,0.436,0,0.381,0.262,48.1,46,46,7200,True,3.2,2025-11-20T15:56:51
HIST028488,1ZXTFGW91PYZ39GG0X,LOC071,LOC074,RT-LOC071-LOC050-LOC016,Standard,High,91.42,2684.63,6,7,1562.8,1658.8,2025-08-21T14:50:50,2025-08-21T16:26:50,0.547,0.453,0.5,0,0.252,0.24,48.2,96,96,4320,True,3.87,2025-08-20T12:48:02
HIST028489,1ZAZJQ7E2MMLBR922P,LOC034,LOC063,RT-LOC034-LOC032-LOC065,Standard,Normal,44.93,1404.79,5,7,570.3,686.3,2026-04-30T14:41:17,2026-04-30T16:37:17,0.161,0.545,0.391,30,0.027,0.207,54.8,116,116,7200,False,2.79,2026-04-30T05:10:59
HIST028490,1ZAX7RI35CQTGRTGRL,LOC026,LOC061,RT-LOC026-LOC027-LOC063,Priority,Low,9.25,1071.03,3,3,298.7,380.7,2024-05-13T13:40:58,2024-05-13T15:02:58,0.057,0.478,0.733,0,0.032,0.144,54.3,82,82,10080,False,3.09,2024-05-13T08:42:16
HIST028491,1ZU7O8RYBL4IPF6CRW,LOC050,LOC045,RT-LOC050-LOC016-LOC069,Standard,High,3.05,1873.55,4,5,1038.2,1180.2,2025-11-01T23:05:03,2025-11-02T01:27:03,0.473,0.549,0.155,0,0.16,0.236,63.3,142,142,4320,False,3.08,2025-11-01T05:46:51
HIST028492,1ZB734W9FB0778C83G,LOC013,LOC002,RT-LOC013-LOC060-LOC059,International,Normal,8.06,770.87,4,5,346.1,462.1,2024-02-22T02:45:43,2024-02-22T04:41:43,0.285,0.372,0.593,0,0.161,0.248,36.4,116,116,7200,True,3.35,2024-02-21T20:59:37
HIST028493,1ZNDCVJR6X2KFZKRNR,LOC013,LOC021,RT-LOC013-LOC019-LOC022,Express,Normal,162.87,918.92,3,3,394.9,492.9,2025-07-04T12:57:07,2025-07-04T14:35:07,0.351,0.242,0.641,0,0.18,0.203,70.6,98,98,7200,False,3.28,2025-07-04T06:22:13
HIST028494,1Z3X2RW1JQ03H92R50,LOC059,LOC065,RT-LOC059-LOC005-LOC018,Express,Critical,59.11,1278.87,5,7,605.3,696.3,2024-05-15T04:18:34,2024-05-15T05:49:34,0.15,0.223,0.514,0,0.235,0.19,36.7,91,91,2880,False,2.62,2024-05-14T18:13:16
HIST028495,1ZQ3481JVT2H9ZTQP1,LOC028,LOC013,RT-LOC028-LOC050-LOC016,Standard,Low,20.88,2101.07,7,7,451.5,561.5,2024-06-09T17:52:18,2024-06-09T19:42:18,0.4,0.412,0.562,0,0.111,0.227,68.3,110,110,10080,True,3.47,2024-06-09T10:20:48
HIST028496,1Z2S65AWYO6GZ7RK4F,LOC059,LOC015,RT-LOC059-LOC005-LOC002,International,Normal,23.36,2827.38,9,10,888.4,999.4,2026-01-01T23:10:36,2026-01-02T01:01:36,0.372,0.708,0.227,0,0.019,0.219,44.6,111,111,7200,True,3.16,2026-01-01T08:22:12
HIST028497,1ZRLS60JYW1OF7O96U,LOC027,LOC053,RT-LOC027-LOC063-LOC061,Standard,Normal,98.9,2398.1,9,11,853.7,976.7,2024-01-13T03:22:55,2024-01-13T05:25:55,0.202,0.547,0.472,0,0.34,0.214,45.6,123,123,7200,False,3.29,2024-01-12T13:09:13
HIST028498,1Z7WZ5QSRUB9N4AXAN,LOC043,LOC049,RT-LOC043-LOC074-LOC045,Priority,High,16.56,2785.31,6,7,693.9,757.9,2024-09-06T06:06:29,2024-09-06T07:10:29,0.248,0.575,0.159,0,0.229,0.249,54.4,64,64,4320,True,2.78,2024-09-05T18:32:35
HIST028499,1ZNUQO3MQ8A9P22S6T,LOC024,LOC048,RT-LOC024-LOC027-LOC063,Express,High,20.99,3353.5,8,8,1002.1,1112.1,2025-02-21T01:26:26,2025-02-21T03:16:26,0.103,0.382,0.611,0,0.154,0.232,54.8,110,110,4320,False,2.98,2025-02-20T08:44:20
HIST028500,1ZOQFF5IA5E8BHQ09T,LOC031,LOC050,RT-LOC031-LOC070-LOC049,International,High,23.16,872.75,3,4,490.7,596.7,2024-10-16T09:56:59,2024-10-16T11:42:59,0.193,0.373,0.456,30,0.414,0.22,36.9,106,106,4320,False,3.07,2024-10-16T01:46:17
HIST028501,1ZZK5BKX1DKK1YOY5H,LOC045,LOC019,RT-LOC045-LOC015-LOC069,Standard,Normal,20.06,3217.22,7,9,626.5,716.5,2025-01-04T18:09:25,2025-01-04T19:39:25,0.446,0.258,0.079,0,0.392,0.261,50.7,90,90,7200,False,2.77,2025-01-04T07:42:55
HIST028502,1ZZAPJ2JNTB9HSCF57,LOC036,LOC007,RT-LOC036-LOC015-LOC069,Express,Normal,41.66,2899.24,8,9,1318.5,1395.5,2025-10-27T10:01:23,2025-10-27T11:18:23,0.358,0.328,0.64,0,0.086,0.236,64.7,77,77,7200,True,3.43,2025-10-26T12:02:53
HIST028503,1ZDKFO89SJUD0QOWPV,LOC031,LOC035,RT-LOC031-LOC033-LOC035,Standard,Low,18.94,1485.84,2,2,577.9,702.9,2025-01-08T17:13:28,2025-01-08T19:18:28,0.261,0.284,0.08,60,0.283,0.202,36.1,125,125,10080,False,2.22,2025-01-08T07:35:34
HIST028504,1ZQEX08N2HPHMQPIZY,LOC049,LOC056,RT-LOC049-LOC050-LOC051,Standard,Critical,23.33,2190.42,8,8,962.3,1025.3,2025-11-17T09:59:13,2025-11-17T11:02:13,0.275,0.489,0.414,0,0.155,0.176,41.5,63,63,2880,True,2.96,2025-11-16T17:56:55
HIST028505,1ZKNUVZ3GJ2ASX9SN8,LOC064,LOC054,RT-LOC064-LOC012-LOC018,Express,High,127.02,2762.86,8,10,829.0,959.0,2025-01-24T11:38:20,2025-01-24T13:48:20,0.33,0.375,0.367,0,0.077,0.219,62.2,130,130,4320,True,2.85,2025-01-23T21:49:20
HIST028506,1ZXCNP4CW5TBFO5JT3,LOC068,LOC014,RT-LOC068-LOC070-LOC031,Express,Normal,6.83,1028.44,3,3,485.6,594.6,2024-11-30T08:39:05,2024-11-30T10:28:05,0.378,0.453,0.491,0,0.306,0.245,69.8,109,109,7200,False,3.59,2024-11-30T00:33:29
HIST028507,1ZV8YEBG98OBL6K39T,LOC001,LOC028,RT-LOC001-LOC051-LOC028,Express,High,20.61,571.35,2,2,49.0,149.0,2025-12-19T11:56:06,2025-12-19T13:36:06,0.733,0.243,0.662,0,0.09,0.181,76.8,100,100,4320,True,3.96,2025-12-19T11:07:06
HIST028508,1ZZ8KLH59QT5IOEND1,LOC061,LOC028,RT-LOC061-LOC060-LOC059,Temperature Sensitive,Normal,67.45,1570.78,7,8,406.7,461.7,2025-01-22T16:28:40,2025-01-22T17:23:40,0.233,0.678,0.644,0,0.448,0.21,40.3,55,55,7200,True,4.21,2025-01-22T09:41:58
HIST028509,1Z5QRZN1QNCQ0CI53E,LOC018,LOC068,RT-LOC018-LOC012-LOC067,Temperature Sensitive,Low,97.89,813.31,3,4,392.1,525.1,2026-04-09T23:42:10,2026-04-10T01:55:10,0.132,0.712,0.537,0,0.197,0.15,87.4,133,133,10080,True,3.45,2026-04-09T17:10:04
HIST028510,1Z99I8LFB7K57GM7IR,LOC067,LOC049,RT-LOC067-LOC068-LOC016,International,Normal,24.78,792.76,3,3,417.8,553.8,2024-03-11T14:20:47,2024-03-11T16:36:47,0.175,0.507,0.519,0,0.002,0.166,89.7,136,136,7200,True,2.91,2024-03-11T07:22:59
HIST028511,1ZE3PCIUPYRCFAP6ZG,LOC017,LOC054,RT-LOC017-LOC006-LOC003,Express,Normal,1.12,1543.31,6,6,425.3,545.3,2024-04-14T23:17:30,2024-04-15T01:17:30,0.259,0.732,0.499,60,0.121,0.215,51.1,120,120,7200,False,3.56,2024-04-14T16:12:12
HIST028512,1ZF7DWYZ4G8K1B6TUR,LOC058,LOC070,RT-LOC058-LOC055-LOC008,Express,Normal,55.94,3884.67,18,19,980.5,1041.5,2024-12-05T02:33:25,2024-12-05T03:34:25,0.412,0.29,0.43,0,0.131,0.22,53.6,61,61,7200,True,3.05,2024-12-04T10:12:55
HIST028513,1Z4Z4YQ8HB4GO734KX,LOC054,LOC011,RT-LOC054-LOC009-LOC055,Priority,High,16.37,625.5,4,4,85.9,175.9,2024-04-26T22:46:36,2024-04-27T00:16:36,0.388,0.489,0.073,0,0.064,0.228,69.2,90,90,4320,False,2.63,2024-04-26T21:20:42
HIST028514,1Z189F9HVXVCW35CWA,LOC048,LOC028,RT-LOC048-LOC036-LOC015,Fragile,Normal,142.37,2781.46,7,7,1204.3,1417.3,2026-03-28T05:18:40,2026-03-28T08:51:40,0.273,0.846,0.76,0,0.21,0.21,54.1,213,213,7200,False,4.55,2026-03-27T09:14:22
HIST028515,1ZPUB1MYG19AMSO4BC,LOC074,LOC039,RT-LOC074-LOC045-LOC038,Priority,High,17.57,1427.32,3,5,682.9,726.9,2025-02-12T17:02:31,2025-02-12T17:46:31,0.331,0.678,0.219,0,0.062,0.152,30.8,44,44,4320,False,2.85,2025-02-12T05:39:37
HIST028516,1Z1HM6LS6ELQCW3BX8,LOC035,LOC057,RT-LOC035-LOC036-LOC015,Express,Normal,1.96,5226.42,14,14,1693.4,1793.4,2024-10-27T15:31:06,2024-10-27T17:11:06,0.468,0.609,0.419,0,0.319,0.219,58.1,100,100,7200,False,3.8,2024-10-26T11:17:42
HIST028517,1Z5M0S47W4WDK8S5JQ,LOC016,LOC001,RT-LOC016-LOC030-LOC002,Express,Low,9.28,1276.19,4,6,409.9,599.9,2025-03-22T12:01:06,2025-03-22T15:11:06,0.352,0.468,0.351,60,0.244,0.228,54.1,190,190,10080,True,3.21,2025-03-22T05:11:12
HIST028518,1ZMNGPTERDZE1I78X5,LOC027,LOC068,RT-LOC027-LOC063-LOC062,Express,Low,31.33,1617.5,5,5,652.2,741.2,2024-04-27T01:42:56,2024-04-27T03:11:56,0.309,0.812,0.149,0,0.007,0.144,65.9,89,89,10080,True,2.84,2024-04-26T14:50:44
HIST028519,1ZZVXSOJZXWMJDIYPZ,LOC036,LOC070,RT-LOC036-LOC015-LOC069,Priority,Low,23.79,1449.36,3,4,620.4,688.4,2024-10-20T03:58:30,2024-10-20T05:06:30,0.381,0.324,0.417,0,0.386,0.246,52.9,68,68,10080,True,3.33,2024-10-19T17:38:06
HIST028520,1Z3U9IICR9S5QV229U,LOC001,LOC052,RT-LOC001-LOC007-LOC052,Fragile,Low,4.08,728.02,2,4,315.8,430.8,2025-06-19T07:35:47,2025-06-19T09:30:47,0.315,0.461,0.147,0,0.465,0.294,23.6,115,115,10080,True,3.27,2025-06-19T02:19:59
HIST028521,1ZC17EZLES7B6U84XW,LOC063,LOC035,RT-LOC063-LOC066-LOC065,International,Normal,20.28,2090.56,5,5,477.0,609.0,2026-01-18T09:18:06,2026-01-18T11:30:06,0.093,0.311,0.639,0,0.135,0.226,63.8,132,132,7200,True,2.89,2026-01-18T01:21:06
HIST028522,1ZQ47H5ADFFGNFXVF0,LOC063,LOC024,RT-LOC063-LOC024,Standard,Normal,190.22,495.59,1,1,371.7,424.7,2024-07-04T14:45:27,2024-07-04T15:38:27,0.047,0.494,0.397,0,0.132,0.284,36.1,53,53,7200,True,2.83,2024-07-04T08:33:45
