transport_id,flight_number,origin_location_id,destination_location_id,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,delay_minutes,status,weather_impact,airport_congestion
TR01553,UA4569,LOC019,LOC038,2024-12-12T11:04:59,2024-12-12T11:04:59,2024-12-12T17:05:57.849953,2024-12-12T17:05:57.849953,0,ON_TIME,0.92,0.05
TR01554,UA3808,LOC008,LOC036,2025-04-02T09:12:27,2025-04-02T09:12:27,2025-04-02T14:54:40.108769,2025-04-02T14:54:40.108769,0,IN_TRANSIT,0.5,0.5
TR01555,UA2149,LOC024,LOC017,2024-08-07T11:45:20,2024-08-07T16:06:20,2024-08-07T15:14:26.193636,2024-08-07T19:35:26.193636,261,DELAYED,0.89,0.82
TR01556,UA3053,LOC017,LOC068,2025-10-29T18:53:11,2025-10-29T18:53:11,2025-10-30T01:58:24.731623,2025-10-30T01:58:24.731623,0,IN_TRANSIT,0.53,0.05
TR01557,UA9370,LOC050,LOC013,2025-09-19T22:07:19,2025-09-19T22:07:19,2025-09-20T05:32:59.464253,2025-09-20T05:32:59.464253,0,IN_TRANSIT,0.69,0.02
TR01558,UA9318,LOC065,LOC055,2026-05-26T00:16:48,2026-05-26T00:16:48,2026-05-26T02:14:49.676469,2026-05-26T02:14:49.676469,0,IN_TRANSIT,0.88,0.91
TR01559,UA7376,LOC019,LOC022,2026-05-19T16:40:28,2026-05-19T17:56:28,2026-05-19T19:00:12.626688,2026-05-19T20:16:12.626688,76,DELAYED,0.36,0.01
TR01560,UA840,LOC012,LOC072,2024-03-26T02:04:03,2024-03-26T02:04:03,2024-03-26T07:59:55.623319,2024-03-26T07:59:55.623319,0,ON_TIME,0.18,0.11
TR01561,UA4659,LOC018,LOC061,2025-09-25T12:35:53,2025-09-25T12:35:53,2025-09-25T17:48:20.330066,2025-09-25T17:48:20.330066,0,COMPLETED,0.24,0.9
TR01562,UA1647,LOC018,LOC019,2024-02-05T16:02:08,2024-02-05T16:02:08,2024-02-05T19:11:31.383865,2024-02-05T19:11:31.383865,0,IN_TRANSIT,0.02,0.61
TR01563,UA4134,LOC065,LOC058,2026-05-16T16:20:17,2026-05-16T19:33:17,2026-05-16T19:54:55.807724,2026-05-16T23:07:55.807724,193,DELAYED,0.3,0.87
TR01564,UA3042,LOC028,LOC038,2026-01-04T17:52:52,2026-01-04T21:18:52,2026-01-04T20:23:45.129846,2026-01-04T23:49:45.129846,206,DELAYED,0.8,0.19
TR01565,UA6170,LOC014,LOC035,2024-08-28T18:50:57,2024-08-28T18:50:57,2024-08-28T21:11:15.787644,2024-08-28T21:11:15.787644,0,IN_TRANSIT,0.51,0.6
TR01566,UA8541,LOC024,LOC016,2025-09-10T06:17:01,2025-09-10T06:17:01,2025-09-10T11:15:38.808359,2025-09-10T11:15:38.808359,0,COMPLETED,0.39,0.17
TR01567,UA1145,LOC019,LOC052,2024-07-01T20:47:43,2024-07-01T23:56:43,2024-07-02T00:12:37.762122,2024-07-02T03:21:37.762122,189,DELAYED,0.18,0.06
TR01568,UA9127,LOC013,LOC031,2025-12-11T04:57:41,2025-12-11T04:57:41,2025-12-11T11:44:05.619039,2025-12-11T11:44:05.619039,0,ON_TIME,0.4,0.77
TR01569,UA124,LOC065,LOC012,2025-10-10T21:07:15,2025-10-10T21:48:15,2025-10-11T03:19:20.609566,2025-10-11T04:00:20.609566,41,DELAYED,0.95,0.0
TR01570,UA1638,LOC019,LOC024,2024-02-17T09:52:49,2024-02-17T11:05:49,2024-02-17T13:16:33.306419,2024-02-17T14:29:33.306419,73,DELAYED,0.76,0.93
TR01571,UA3849,LOC031,LOC050,2025-11-17T14:33:25,2025-11-17T14:33:25,2025-11-17T16:16:10.737503,2025-11-17T16:16:10.737503,0,COMPLETED,0.55,0.95
TR01572,UA9912,LOC052,LOC068,2024-09-27T04:00:25,2024-09-27T04:00:25,2024-09-27T08:58:10.481320,2024-09-27T08:58:10.481320,0,COMPLETED,0.17,0.03
TR01573,UA1586,LOC013,LOC052,2024-12-01T09:35:27,2024-12-01T09:35:27,2024-12-01T11:33:19.714679,2024-12-01T11:33:19.714679,0,ON_TIME,0.61,0.35
TR01574,UA5409,LOC018,LOC065,2025-04-25T19:03:42,2025-04-25T19:03:42,2025-04-26T02:59:53.303318,2025-04-26T02:59:53.303318,0,BOARDING,0.27,0.55
TR01575,UA9059,LOC065,LOC061,2026-05-22T12:11:22,2026-05-22T14:32:22,2026-05-22T17:06:59.317336,2026-05-22T19:27:59.317336,141,DELAYED,0.94,0.88
TR01576,UA5536,LOC058,LOC022,2024-12-20T08:34:13,2024-12-20T10:37:13,2024-12-20T14:19:11.832542,2024-12-20T16:22:11.832542,123,DELAYED,0.64,0.63
TR01577,UA5579,LOC038,LOC068,2026-03-18T18:46:23,2026-03-18T19:26:23,2026-03-19T00:29:13.376171,2026-03-19T01:09:13.376171,40,DELAYED,0.99,0.54
TR01578,UA6314,LOC038,LOC013,2024-12-08T09:00:31,2024-12-08T11:37:31,2024-12-08T14:43:58.981110,2024-12-08T17:20:58.981110,157,DELAYED,0.51,0.76
TR01579,UA9601,LOC072,LOC055,2025-05-21T01:53:14,2025-05-21T01:53:14,2025-05-21T04:48:00.233344,2025-05-21T04:48:00.233344,0,IN_TRANSIT,0.89,0.73
TR01580,UA9335,LOC017,LOC016,2025-07-16T00:56:44,2025-07-16T00:56:44,2025-07-16T02:28:30.484748,2025-07-16T02:28:30.484748,0,IN_TRANSIT,0.71,0.87
TR01581,UA5860,LOC050,LOC012,2025-01-13T23:33:17,2025-01-13T23:33:17,2025-01-14T02:43:31.688044,2025-01-14T02:43:31.688044,0,IN_TRANSIT,0.59,0.92
TR01582,UA8947,LOC055,LOC014,2026-03-19T02:46:46,2026-03-19T06:48:46,2026-03-19T07:36:48.131241,2026-03-19T11:38:48.131241,242,DELAYED,0.81,0.2
TR01583,UA5813,LOC016,LOC050,2024-08-03T04:30:50,2024-08-03T05:07:50,2024-08-03T11:43:51.406030,2024-08-03T12:20:51.406030,37,DELAYED,0.79,0.91
TR01584,UA8963,LOC028,LOC036,2026-05-21T17:18:39,2026-05-21T17:18:39,2026-05-21T22:34:30.729436,2026-05-21T22:34:30.729436,0,IN_TRANSIT,0.26,0.24
TR01585,UA6277,LOC018,LOC024,2024-01-28T04:25:12,2024-01-28T14:18:12,2024-01-28T05:38:12.965684,2024-01-28T15:31:12.965684,593,CANCELLED,0.08,0.25
TR01586,UA9177,LOC013,LOC031,2025-03-18T06:26:18,2025-03-18T09:46:18,2025-03-18T13:51:13.704098,2025-03-18T17:11:13.704098,200,DELAYED,0.3,0.82
TR01587,UA5040,LOC065,LOC061,2024-01-05T18:32:28,2024-01-05T22:51:28,2024-01-05T20:34:59.508473,2024-01-06T00:53:59.508473,259,DELAYED,0.8,0.89
TR01588,UA6623,LOC038,LOC050,2025-06-19T10:42:33,2025-06-19T10:42:33,2025-06-19T13:22:20.034755,2025-06-19T13:22:20.034755,0,ON_TIME,0.92,0.23
TR01589,UA8594,LOC008,LOC068,2025-09-24T23:39:49,2025-09-24T23:39:49,2025-09-25T01:55:00.571259,2025-09-25T01:55:00.571259,0,ON_TIME,0.44,0.84
TR01590,UA8497,LOC022,LOC055,2024-07-02T00:05:56,2024-07-02T00:05:56,2024-07-02T02:01:53.189681,2024-07-02T02:01:53.189681,0,COMPLETED,0.3,0.31
TR01591,UA1054,LOC017,LOC031,2024-08-09T07:09:17,2024-08-09T07:09:17,2024-08-09T12:56:27.265459,2024-08-09T12:56:27.265459,0,ON_TIME,0.76,0.41
TR01592,UA6136,LOC058,LOC036,2026-05-29T15:59:42,2026-05-29T15:59:42,2026-05-29T17:31:39.247375,2026-05-29T17:31:39.247375,0,BOARDING,0.55,0.46
TR01593,UA6369,LOC012,LOC055,2025-11-05T10:13:06,2025-11-05T10:13:06,2025-11-05T16:48:53.527979,2025-11-05T16:48:53.527979,0,COMPLETED,0.63,0.85
TR01594,UA4918,LOC019,LOC013,2025-06-14T06:04:03,2025-06-14T08:02:03,2025-06-14T07:47:16.976886,2025-06-14T09:45:16.976886,118,DELAYED,0.3,0.84
TR01595,UA5435,LOC031,LOC052,2024-02-16T12:14:24,2024-02-16T12:14:24,2024-02-16T16:07:06.364307,2024-02-16T16:07:06.364307,0,COMPLETED,0.59,0.57
TR01596,UA6793,LOC065,LOC058,2026-05-03T05:36:21,2026-05-03T05:36:21,2026-05-03T13:27:01.652652,2026-05-03T13:27:01.652652,0,ON_TIME,0.16,0.58
TR01597,UA4842,LOC018,LOC024,2024-08-16T17:35:36,2024-08-16T18:56:36,2024-08-16T23:20:08.834652,2024-08-17T00:41:08.834652,81,DELAYED,0.9,0.2
TR01598,UA8042,LOC013,LOC014,2025-09-23T01:23:12,2025-09-23T01:23:12,2025-09-23T04:44:24.193804,2025-09-23T04:44:24.193804,0,ON_TIME,0.6,0.09
TR01599,UA5156,LOC016,LOC013,2025-07-11T06:07:57,2025-07-11T06:07:57,2025-07-11T09:37:31.236671,2025-07-11T09:37:31.236671,0,IN_TRANSIT,0.12,0.32
TR01600,UA4329,LOC072,LOC012,2026-04-25T20:26:49,2026-04-26T00:16:49,2026-04-26T03:01:52.448588,2026-04-26T06:51:52.448588,230,DELAYED,0.21,0.15
TR01601,UA3768,LOC018,LOC014,2024-08-15T18:06:05,2024-08-15T22:55:05,2024-08-15T23:48:53.310083,2024-08-16T04:37:53.310083,289,DELAYED,0.77,0.51
TR01602,UA3319,LOC038,LOC068,2025-11-05T10:07:12,2025-11-05T12:03:12,2025-11-05T12:19:43.770506,2025-11-05T14:15:43.770506,116,DELAYED,0.89,0.86
TR01603,UA1637,LOC022,LOC065,2025-02-17T06:38:09,2025-02-17T06:38:09,2025-02-17T08:13:23.706926,2025-02-17T08:13:23.706926,0,COMPLETED,0.31,0.24
TR01604,UA6440,LOC055,LOC016,2024-05-25T05:50:07,2024-05-25T05:50:07,2024-05-25T08:25:38.962705,2024-05-25T08:25:38.962705,0,COMPLETED,0.55,0.53
TR01605,UA1604,LOC055,LOC014,2026-05-05T08:22:33,2026-05-05T08:22:33,2026-05-05T12:49:44.626812,2026-05-05T12:49:44.626812,0,ON_TIME,0.51,0.02
TR01606,UA6818,LOC050,LOC017,2025-08-17T02:10:07,2025-08-17T02:10:07,2025-08-17T07:59:42.184621,2025-08-17T07:59:42.184621,0,BOARDING,0.41,0.38
TR01607,UA1674,LOC031,LOC014,2026-06-08T23:45:18,2026-06-09T04:13:18,2026-06-09T03:30:03.117538,2026-06-09T07:58:03.117538,268,DELAYED,0.83,0.17
TR01608,UA5376,LOC016,LOC058,2025-08-10T15:54:04,2025-08-10T15:54:04,2025-08-10T18:53:25.616191,2025-08-10T18:53:25.616191,0,BOARDING,0.0,0.69
TR01609,UA3212,LOC055,LOC038,2025-06-19T11:59:49,2025-06-19T11:59:49,2025-06-19T16:32:27.736945,2025-06-19T16:32:27.736945,0,IN_TRANSIT,0.3,0.57
TR01610,UA8665,LOC022,LOC061,2025-09-24T03:15:41,2025-09-24T05:45:41,2025-09-24T10:58:37.755534,2025-09-24T13:28:37.755534,150,DELAYED,0.44,0.19
TR01611,UA9677,LOC052,LOC055,2024-04-23T02:20:08,2024-04-23T07:07:08,2024-04-23T04:36:16.418554,2024-04-23T09:23:16.418554,287,DELAYED,0.57,0.79
TR01612,UA9804,LOC024,LOC038,2024-12-02T12:37:49,2024-12-02T12:37:49,2024-12-02T15:00:25.186335,2024-12-02T15:00:25.186335,0,BOARDING,0.57,0.5
TR01613,UA5277,LOC017,LOC058,2024-01-24T04:44:46,2024-01-24T04:44:46,2024-01-24T08:37:24.409495,2024-01-24T08:37:24.409495,0,BOARDING,0.88,0.8
TR01614,UA8510,LOC008,LOC028,2026-05-22T17:12:02,2026-05-22T17:12:02,2026-05-23T01:00:44.886883,2026-05-23T01:00:44.886883,0,ON_TIME,0.78,0.24
TR01615,UA2905,LOC072,LOC012,2026-01-18T15:37:05,2026-01-18T15:37:05,2026-01-18T20:14:02.923326,2026-01-18T20:14:02.923326,0,COMPLETED,0.77,0.07
TR01616,UA8936,LOC052,LOC013,2025-10-23T16:42:32,2025-10-23T21:05:32,2025-10-23T20:13:54.619453,2025-10-24T00:36:54.619453,263,DELAYED,0.46,0.86
TR01617,UA4243,LOC022,LOC024,2024-06-01T15:07:44,2024-06-01T15:07:44,2024-06-01T18:19:18.385600,2024-06-01T18:19:18.385600,0,BOARDING,0.39,0.49
TR01618,UA4393,LOC036,LOC014,2024-08-14T08:44:39,2024-08-14T08:44:39,2024-08-14T12:59:17.720020,2024-08-14T12:59:17.720020,0,ON_TIME,0.67,0.19
TR01619,UA3676,LOC022,LOC017,2024-10-22T14:23:56,2024-10-22T14:23:56,2024-10-22T15:53:24.672645,2024-10-22T15:53:24.672645,0,IN_TRANSIT,0.01,0.02
TR01620,UA2954,LOC024,LOC017,2026-04-01T00:04:51,2026-04-01T03:35:51,2026-04-01T07:44:05.586481,2026-04-01T11:15:05.586481,211,DELAYED,0.4,0.19
TR01621,UA9172,LOC036,LOC008,2025-05-02T07:23:07,2025-05-02T07:23:07,2025-05-02T10:47:09.065543,2025-05-02T10:47:09.065543,0,BOARDING,0.44,0.01
TR01622,UA7478,LOC065,LOC058,2026-06-06T19:19:33,2026-06-06T19:19:33,2026-06-06T21:32:24.342706,2026-06-06T21:32:24.342706,0,IN_TRANSIT,0.17,0.65
TR01623,UA1036,LOC012,LOC036,2025-06-07T06:46:15,2025-06-07T06:46:15,2025-06-07T14:10:36.318091,2025-06-07T14:10:36.318091,0,BOARDING,0.03,0.11
TR01624,UA6011,LOC022,LOC058,2024-07-05T16:51:23,2024-07-05T16:51:23,2024-07-05T19:35:50.193416,2024-07-05T19:35:50.193416,0,ON_TIME,0.02,0.51
TR01625,UA8946,LOC017,LOC013,2025-01-26T08:39:04,2025-01-26T08:39:04,2025-01-26T16:38:48.409995,2025-01-26T16:38:48.409995,0,BOARDING,0.7,0.1
TR01626,UA7954,LOC061,LOC019,2024-10-25T07:48:13,2024-10-25T09:42:13,2024-10-25T12:27:05.501596,2024-10-25T14:21:05.501596,114,DELAYED,0.43,0.4
TR01627,UA6792,LOC028,LOC038,2025-02-18T20:14:09,2025-02-18T23:48:09,2025-02-19T03:07:56.061627,2025-02-19T06:41:56.061627,214,DELAYED,0.03,0.4
TR01628,UA6967,LOC017,LOC038,2025-09-11T07:30:47,2025-09-11T12:04:47,2025-09-11T12:58:26.883335,2025-09-11T17:32:26.883335,274,DELAYED,0.13,0.6
TR01629,UA7440,LOC072,LOC014,2026-04-21T03:23:36,2026-04-21T05:01:36,2026-04-21T08:21:41.111495,2026-04-21T09:59:41.111495,98,DELAYED,0.23,0.12
TR01630,UA887,LOC018,LOC008,2024-08-19T09:20:04,2024-08-19T09:20:04,2024-08-19T15:29:37.651774,2024-08-19T15:29:37.651774,0,COMPLETED,0.46,0.83
TR01631,UA2213,LOC022,LOC061,2025-01-08T18:14:52,2025-01-08T21:54:52,2025-01-08T23:36:38.517614,2025-01-09T03:16:38.517614,220,DELAYED,0.06,0.42
TR01632,UA9409,LOC028,LOC052,2025-04-27T17:19:39,2025-04-27T17:19:39,2025-04-27T21:22:51.784827,2025-04-27T21:22:51.784827,0,ON_TIME,0.66,0.48
TR01633,UA4795,LOC017,LOC052,2026-03-01T18:03:38,2026-03-01T18:03:38,2026-03-02T00:57:34.081098,2026-03-02T00:57:34.081098,0,COMPLETED,0.95,0.13
TR01634,UA9044,LOC022,LOC014,2025-02-26T09:13:15,2025-02-26T09:13:15,2025-02-26T10:16:28.739747,2025-02-26T10:16:28.739747,0,BOARDING,0.41,0.11
TR01635,UA2981,LOC016,LOC068,2024-03-04T00:15:49,2024-03-04T01:33:49,2024-03-04T07:40:47.810007,2024-03-04T08:58:47.810007,78,DELAYED,0.56,0.8
TR01636,UA3249,LOC012,LOC013,2024-02-15T18:07:42,2024-02-15T20:14:42,2024-02-15T23:41:31.369852,2024-02-16T01:48:31.369852,127,DELAYED,0.96,0.89
TR01637,UA5048,LOC014,LOC068,2024-09-12T03:30:52,2024-09-12T06:28:52,2024-09-12T04:56:20.755037,2024-09-12T07:54:20.755037,178,DELAYED,0.73,0.88
TR01638,UA3104,LOC017,LOC052,2026-01-13T04:41:26,2026-01-13T04:41:26,2026-01-13T10:32:14.403657,2026-01-13T10:32:14.403657,0,ON_TIME,0.44,0.92
TR01639,UA800,LOC061,LOC068,2024-12-13T13:26:01,2024-12-13T13:26:01,2024-12-13T16:55:41.703935,2024-12-13T16:55:41.703935,0,COMPLETED,0.55,0.25
TR01640,UA1455,LOC036,LOC012,2024-01-02T12:28:09,2024-01-02T12:28:09,2024-01-02T13:30:53.847319,2024-01-02T13:30:53.847319,0,COMPLETED,0.18,0.21
TR01641,UA3668,LOC017,LOC018,2024-01-11T02:50:04,2024-01-11T07:18:04,2024-01-11T05:11:15.571741,2024-01-11T09:39:15.571741,268,DELAYED,0.77,0.02
TR01642,UA2847,LOC019,LOC058,2026-03-09T07:31:43,2026-03-09T09:23:43,2026-03-09T12:27:51.470768,2026-03-09T14:19:51.470768,112,DELAYED,0.94,0.37
TR01643,UA4943,LOC024,LOC031,2025-11-05T13:56:39,2025-11-05T13:56:39,2025-11-05T17:53:32.735074,2025-11-05T17:53:32.735074,0,ON_TIME,0.64,0.45
TR01644,UA5411,LOC065,LOC035,2025-08-29T21:20:39,2025-08-30T02:02:39,2025-08-29T22:59:59.995139,2025-08-30T03:41:59.995139,282,DELAYED,0.56,0.58
TR01645,UA915,LOC052,LOC016,2025-08-27T17:38:41,2025-08-27T21:04:41,2025-08-27T20:48:11.520413,2025-08-28T00:14:11.520413,206,DELAYED,0.55,0.35
TR01646,UA6531,LOC038,LOC052,2024-04-07T06:04:55,2024-04-07T09:08:55,2024-04-07T08:03:05.460867,2024-04-07T11:07:05.460867,184,DELAYED,0.78,0.58
TR01647,UA4470,LOC024,LOC068,2024-03-26T16:10:29,2024-03-26T16:10:29,2024-03-26T20:49:46.874696,2024-03-26T20:49:46.874696,0,COMPLETED,0.84,0.3
TR01648,UA5905,LOC038,LOC035,2024-06-30T10:01:15,2024-06-30T10:01:15,2024-06-30T16:02:37.264045,2024-06-30T16:02:37.264045,0,ON_TIME,0.53,0.66
TR01649,UA4400,LOC052,LOC018,2025-08-24T11:23:37,2025-08-24T15:28:37,2025-08-24T17:01:04.730964,2025-08-24T21:06:04.730964,245,DELAYED,0.07,0.09
TR01650,UA4015,LOC016,LOC019,2026-02-21T18:43:43,2026-02-21T18:43:43,2026-02-21T23:29:57.303316,2026-02-21T23:29:57.303316,0,COMPLETED,0.21,0.87
TR01651,UA9730,LOC055,LOC068,2024-11-09T21:17:36,2024-11-09T21:17:36,2024-11-10T04:08:02.246824,2024-11-10T04:08:02.246824,0,IN_TRANSIT,0.62,0.52
TR01652,UA6081,LOC065,LOC024,2024-04-26T14:19:05,2024-04-26T14:19:05,2024-04-26T21:03:14.437637,2024-04-26T21:03:14.437637,0,COMPLETED,0.0,0.85
TR01653,UA7438,LOC031,LOC008,2024-05-06T03:52:52,2024-05-06T05:33:52,2024-05-06T06:10:16.783857,2024-05-06T07:51:16.783857,101,DELAYED,0.84,0.36
TR01654,UA5147,LOC014,LOC017,2024-10-27T07:58:21,2024-10-27T07:58:21,2024-10-27T15:04:49.966144,2024-10-27T15:04:49.966144,0,ON_TIME,0.18,0.06
TR01655,UA8438,LOC068,LOC058,2025-06-04T03:46:35,2025-06-04T12:59:35,2025-06-04T09:02:45.948264,2025-06-04T18:15:45.948264,553,CANCELLED,0.94,0.88
TR01656,UA237,LOC038,LOC016,2024-02-09T14:09:43,2024-02-09T14:09:43,2024-02-09T18:15:52.156754,2024-02-09T18:15:52.156754,0,COMPLETED,0.16,0.69
TR01657,UA3900,LOC017,LOC055,2024-03-15T10:26:36,2024-03-15T10:26:36,2024-03-15T17:01:19.518399,2024-03-15T17:01:19.518399,0,BOARDING,0.03,0.94
TR01658,UA5510,LOC050,LOC068,2024-04-12T20:57:04,2024-04-12T22:09:04,2024-04-13T03:28:23.738737,2024-04-13T04:40:23.738737,72,DELAYED,0.21,0.96
TR01659,UA4611,LOC013,LOC035,2025-08-05T20:09:02,2025-08-05T23:42:02,2025-08-06T00:56:42.672981,2025-08-06T04:29:42.672981,213,DELAYED,0.58,0.23
TR01660,UA1927,LOC022,LOC014,2026-03-30T22:16:18,2026-03-31T00:03:18,2026-03-31T00:27:44.943122,2026-03-31T02:14:44.943122,107,DELAYED,0.24,0.14
TR01661,UA6828,LOC024,LOC012,2024-03-27T23:19:07,2024-03-27T23:19:07,2024-03-28T06:28:06.129486,2024-03-28T06:28:06.129486,0,COMPLETED,0.16,0.54
TR01662,UA4676,LOC012,LOC013,2025-03-09T19:05:08,2025-03-09T19:05:08,2025-03-09T21:36:07.917897,2025-03-09T21:36:07.917897,0,IN_TRANSIT,0.41,0.25
TR01663,UA5613,LOC072,LOC024,2024-05-04T10:30:35,2024-05-04T10:30:35,2024-05-04T15:27:19.321858,2024-05-04T15:27:19.321858,0,COMPLETED,0.39,0.2
TR01664,UA594,LOC008,LOC052,2025-03-31T05:07:15,2025-03-31T08:41:15,2025-03-31T07:40:34.789781,2025-03-31T11:14:34.789781,214,DELAYED,0.31,0.17
TR01665,UA6504,LOC068,LOC055,2024-04-23T15:42:24,2024-04-23T15:42:24,2024-04-23T21:20:26.012101,2024-04-23T21:20:26.012101,0,COMPLETED,0.95,0.85
TR01666,UA817,LOC028,LOC014,2025-05-14T06:23:29,2025-05-14T06:23:29,2025-05-14T13:44:31.572509,2025-05-14T13:44:31.572509,0,COMPLETED,0.73,0.25
TR01667,UA351,LOC072,LOC019,2024-03-25T09:19:41,2024-03-25T09:19:41,2024-03-25T11:13:59.338797,2024-03-25T11:13:59.338797,0,IN_TRANSIT,0.29,0.21
TR01668,UA3321,LOC072,LOC068,2025-12-04T22:10:05,2025-12-05T01:34:05,2025-12-05T02:25:09.012964,2025-12-05T05:49:09.012964,204,DELAYED,0.26,0.02
TR01669,UA8552,LOC036,LOC031,2025-09-25T11:33:07,2025-09-25T11:33:07,2025-09-25T14:55:45.080425,2025-09-25T14:55:45.080425,0,COMPLETED,0.49,0.43
TR01670,UA6174,LOC008,LOC018,2024-10-02T06:05:32,2024-10-02T06:05:32,2024-10-02T13:37:50.720014,2024-10-02T13:37:50.720014,0,IN_TRANSIT,0.15,0.3
TR01671,UA3168,LOC036,LOC028,2026-03-21T14:24:06,2026-03-21T14:24:06,2026-03-21T16:23:21.418530,2026-03-21T16:23:21.418530,0,ON_TIME,0.04,0.27
TR01672,UA4349,LOC068,LOC065,2024-10-31T07:39:47,2024-10-31T07:39:47,2024-10-31T10:12:19.962959,2024-10-31T10:12:19.962959,0,BOARDING,0.81,0.76
TR01673,UA7740,LOC014,LOC058,2026-06-23T19:46:24,2026-06-24T00:01:24,2026-06-24T03:21:37.095115,2026-06-24T07:36:37.095115,255,DELAYED,0.1,0.67
TR01674,UA1376,LOC072,LOC031,2025-11-19T15:55:46,2025-11-19T17:22:46,2025-11-19T19:15:21.972127,2025-11-19T20:42:21.972127,87,DELAYED,0.47,0.14
TR01675,UA7666,LOC055,LOC050,2025-09-30T16:13:20,2025-09-30T17:05:20,2025-09-30T23:31:37.021031,2025-10-01T00:23:37.021031,52,DELAYED,0.69,0.98
TR01676,UA4657,LOC031,LOC058,2024-08-11T03:35:24,2024-08-11T07:34:24,2024-08-11T10:12:54.481014,2024-08-11T14:11:54.481014,239,DELAYED,0.27,0.89
TR01677,UA8565,LOC065,LOC038,2024-03-19T03:17:20,2024-03-19T07:56:20,2024-03-19T06:15:26.053429,2024-03-19T10:54:26.053429,279,DELAYED,0.32,0.65
TR01678,UA8325,LOC050,LOC016,2025-07-26T05:29:44,2025-07-26T06:55:44,2025-07-26T08:38:01.588515,2025-07-26T10:04:01.588515,86,DELAYED,0.21,0.69
TR01679,UA9718,LOC068,LOC008,2024-12-08T13:14:14,2024-12-08T13:14:14,2024-12-08T17:27:47.325968,2024-12-08T17:27:47.325968,0,BOARDING,0.19,0.66
TR01680,UA5578,LOC031,LOC068,2025-03-10T15:42:30,2025-03-10T19:14:30,2025-03-10T17:37:01.118757,2025-03-10T21:09:01.118757,212,DELAYED,0.79,0.78
TR01681,UA9154,LOC052,LOC018,2025-02-23T14:51:35,2025-02-23T14:51:35,2025-02-23T19:36:24.257424,2025-02-23T19:36:24.257424,0,COMPLETED,0.14,0.1
TR01682,UA8368,LOC012,LOC072,2024-01-27T03:01:00,2024-01-27T07:51:00,2024-01-27T06:59:28.503426,2024-01-27T11:49:28.503426,290,DELAYED,0.26,0.74
TR01683,UA2808,LOC055,LOC008,2026-02-08T08:57:32,2026-02-08T12:44:32,2026-02-08T15:36:43.487977,2026-02-08T19:23:43.487977,227,DELAYED,0.75,0.42
TR01684,UA3269,LOC072,LOC035,2025-11-15T12:36:21,2025-11-15T15:28:21,2025-11-15T16:50:10.175882,2025-11-15T19:42:10.175882,172,DELAYED,0.44,0.5
TR01685,UA306,LOC061,LOC058,2025-11-18T16:51:49,2025-11-18T18:52:49,2025-11-18T23:29:03.991434,2025-11-19T01:30:03.991434,121,DELAYED,0.49,0.65
TR01686,UA8076,LOC065,LOC008,2025-03-13T07:06:58,2025-03-13T09:11:58,2025-03-13T14:13:25.360971,2025-03-13T16:18:25.360971,125,DELAYED,0.92,0.57
TR01687,UA4621,LOC050,LOC013,2025-08-29T23:46:02,2025-08-30T00:27:02,2025-08-30T05:33:47.798249,2025-08-30T06:14:47.798249,41,DELAYED,0.98,0.18
TR01688,UA7676,LOC061,LOC035,2024-09-09T03:26:26,2024-09-09T03:26:26,2024-09-09T10:00:34.408210,2024-09-09T10:00:34.408210,0,BOARDING,0.19,0.09
TR01689,UA837,LOC013,LOC055,2024-03-31T09:10:55,2024-03-31T09:10:55,2024-03-31T15:15:09.236927,2024-03-31T15:15:09.236927,0,BOARDING,0.91,0.89
TR01690,UA7416,LOC008,LOC031,2025-11-28T12:52:06,2025-11-28T13:54:06,2025-11-28T19:54:03.532769,2025-11-28T20:56:03.532769,62,DELAYED,0.72,0.36
TR01691,UA3757,LOC035,LOC012,2024-08-05T01:31:50,2024-08-05T04:03:50,2024-08-05T07:32:30.182750,2024-08-05T10:04:30.182750,152,DELAYED,0.86,0.37
TR01692,UA9012,LOC058,LOC068,2025-09-18T09:06:08,2025-09-18T11:20:08,2025-09-18T14:47:02.875133,2025-09-18T17:01:02.875133,134,DELAYED,0.23,0.93
TR01693,UA2602,LOC036,LOC072,2025-10-01T11:16:44,2025-10-01T13:33:44,2025-10-01T18:03:48.016390,2025-10-01T20:20:48.016390,137,DELAYED,0.86,0.45
TR01694,UA1493,LOC050,LOC019,2024-07-20T23:49:27,2024-07-21T02:48:27,2024-07-21T01:37:36.010105,2024-07-21T04:36:36.010105,179,DELAYED,0.09,0.91
TR01695,UA1516,LOC068,LOC036,2024-08-01T02:55:47,2024-08-01T02:55:47,2024-08-01T07:49:33.667171,2024-08-01T07:49:33.667171,0,ON_TIME,0.89,0.47
TR01696,UA2830,LOC038,LOC017,2025-06-19T05:46:23,2025-06-19T05:46:23,2025-06-19T13:26:31.375455,2025-06-19T13:26:31.375455,0,IN_TRANSIT,0.31,0.36
TR01697,UA9981,LOC061,LOC019,2024-01-31T05:36:50,2024-01-31T05:36:50,2024-01-31T11:47:39.628967,2024-01-31T11:47:39.628967,0,COMPLETED,0.75,0.55
TR01698,UA701,LOC058,LOC050,2026-05-12T21:13:01,2026-05-12T21:13:01,2026-05-13T03:45:47.381307,2026-05-13T03:45:47.381307,0,IN_TRANSIT,0.37,0.44
