event_id,route_edge_id,location_id,timestamp,congestion_level,average_speed_kmh,normal_speed_kmh,traffic_index,incident_type,expected_delay_minutes
TE07297,EDGE0221,LOC075,2024-02-18T00:12:35,Moderate,51,70,54,Event,97
TE07298,EDGE0059,LOC051,2025-01-14T14:41:31,Severe,11,20,88,Rush Hour,158
TE07299,EDGE0196,LOC063,2026-06-16T05:53:59,Moderate,56,70,39,Weather-related,70
TE07300,EDGE0214,LOC037,2025-10-31T02:25:28,Moderate,54,70,43,Weather-related,77
TE07301,EDGE0345,LOC075,2025-07-12T08:08:46,Low,81,90,19,Rush Hour,34
TE07302,EDGE0217,LOC018,2024-11-16T11:42:06,Low,82,90,16,Accident,28
TE07303,EDGE0225,LOC028,2024-05-18T16:22:31,High,27,45,79,Construction,142
TE07304,EDGE0246,LOC018,2024-10-28T02:57:27,Moderate,53,70,47,Event,84
TE07305,EDGE0292,LOC024,2025-08-09T20:35:39,Low,84,90,13,Accident,23
TE07306,EDGE0180,LOC074,2024-06-16T15:59:01,Moderate,51,70,52,Accident,93
TE07307,EDGE0081,LOC025,2025-03-01T12:37:21,Moderate,50,70,57,Rush Hour,102
TE07308,EDGE0217,LOC036,2026-04-26T11:57:23,High,30,45,66,Accident,118
TE07309,EDGE0358,LOC054,2025-11-28T21:58:30,Low,81,90,20,Construction,36
TE07310,EDGE0152,LOC063,2026-03-29T12:30:44,Moderate,55,70,41,Construction,73
TE07311,EDGE0349,LOC075,2024-09-28T18:41:33,Severe,11,20,89,Event,160
TE07312,EDGE0319,LOC001,2025-02-16T03:26:55,Moderate,50,70,56,Weather-related,100
TE07313,EDGE0331,LOC015,2025-06-25T21:53:10,Severe,11,20,87,Rush Hour,156
TE07314,EDGE0118,LOC043,2025-05-29T11:52:10,Moderate,51,70,54,Event,97
TE07315,EDGE0039,LOC008,2025-08-30T10:30:51,Low,78,90,26,Construction,46
TE07316,EDGE0307,LOC055,2025-10-10T05:51:30,Severe,10,20,100,Accident,180
TE07317,EDGE0364,LOC069,2025-03-05T03:14:22,Severe,10,20,94,Event,169
TE07318,EDGE0016,LOC049,2025-04-25T12:24:30,High,29,45,68,Weather-related,122
TE07319,EDGE0341,LOC072,2024-10-23T01:03:50,Low,76,90,30,Event,54
TE07320,EDGE0131,LOC037,2024-03-04T20:19:05,Low,76,90,29,Accident,52
TE07321,EDGE0172,LOC025,2026-06-19T05:57:12,Severe,11,20,81,Construction,145
TE07322,EDGE0112,LOC035,2026-03-18T21:54:11,Moderate,54,70,45,Accident,81
TE07323,EDGE0199,LOC029,2025-06-17T06:11:55,Low,88,90,3,Event,5
TE07324,EDGE0099,LOC014,2024-07-10T00:19:41,Low,78,90,26,Event,46
TE07325,EDGE0041,LOC046,2025-11-04T08:32:45,High,28,45,75,Event,135
TE07326,EDGE0245,LOC013,2025-12-07T20:39:40,High,30,45,65,Event,117
TE07327,EDGE0338,LOC054,2026-05-30T06:42:23,High,27,45,79,Rush Hour,142
TE07328,EDGE0075,LOC032,2025-06-23T01:00:58,Low,89,90,2,Construction,3
TE07329,EDGE0244,LOC024,2025-03-24T00:38:58,Low,81,90,18,Weather-related,32
TE07330,EDGE0197,LOC062,2024-06-20T04:12:08,Moderate,53,70,46,Event,82
TE07331,EDGE0248,LOC051,2024-01-13T22:44:48,High,30,45,63,Construction,113
TE07332,EDGE0191,LOC006,2026-02-14T01:20:50,Low,78,90,25,Construction,45
TE07333,EDGE0211,LOC061,2024-08-16T13:26:40,Low,81,90,18,Weather-related,32
TE07334,EDGE0104,LOC015,2025-12-25T09:34:31,Moderate,57,70,36,Event,64
TE07335,EDGE0264,LOC046,2024-08-21T08:53:47,Severe,11,20,86,Accident,154
TE07336,EDGE0083,LOC015,2026-03-23T17:47:38,High,31,45,62,Accident,111
TE07337,EDGE0075,LOC054,2025-03-26T03:50:51,High,29,45,67,Accident,120
TE07338,EDGE0007,LOC013,2026-05-17T00:59:56,Moderate,56,70,39,Rush Hour,70
TE07339,EDGE0346,LOC025,2024-09-09T14:25:18,Moderate,54,70,43,Construction,77
TE07340,EDGE0093,LOC056,2025-04-16T16:43:42,Low,76,90,30,Weather-related,54
TE07341,EDGE0061,LOC027,2026-01-26T06:08:38,High,28,45,75,Weather-related,135
TE07342,EDGE0143,LOC049,2025-03-23T19:06:36,High,27,45,77,Construction,138
TE07343,EDGE0133,LOC038,2024-04-10T09:04:38,Low,84,90,12,Event,21
TE07344,EDGE0285,LOC061,2025-04-02T20:12:32,High,27,45,79,Weather-related,142
TE07345,EDGE0306,LOC031,2024-01-25T05:19:36,Low,81,90,19,Rush Hour,34
TE07346,EDGE0174,LOC043,2025-12-06T01:03:34,Moderate,55,70,41,Event,73
TE07347,EDGE0204,LOC051,2024-03-04T14:50:31,Moderate,49,70,59,Construction,106
TE07348,EDGE0095,LOC016,2024-12-03T14:28:28,Moderate,58,70,32,Weather-related,57
TE07349,EDGE0032,LOC014,2025-03-15T15:38:58,Moderate,55,70,42,Rush Hour,75
TE07350,EDGE0248,LOC009,2024-07-10T18:01:08,Low,81,90,19,Rush Hour,34
TE07351,EDGE0011,LOC051,2024-03-23T15:11:21,Moderate,54,70,44,Rush Hour,79
TE07352,EDGE0251,LOC070,2026-01-28T15:37:14,Moderate,52,70,51,Accident,91
TE07353,EDGE0259,LOC047,2025-04-20T01:51:07,High,29,45,69,Event,124
TE07354,EDGE0128,LOC013,2024-01-08T21:46:41,High,27,45,77,Event,138
TE07355,EDGE0004,LOC005,2025-10-30T11:35:52,Low,79,90,23,Rush Hour,41
TE07356,EDGE0279,LOC068,2025-07-01T05:02:15,High,28,45,75,Event,135
TE07357,EDGE0234,LOC052,2024-01-01T23:55:29,High,27,45,77,Rush Hour,138
TE07358,EDGE0006,LOC032,2024-03-18T12:28:59,Low,85,90,10,Rush Hour,18
TE07359,EDGE0260,LOC038,2025-01-25T14:07:08,High,29,45,70,Event,126
TE07360,EDGE0054,LOC070,2024-08-01T22:31:42,Severe,11,20,81,Rush Hour,145
TE07361,EDGE0323,LOC033,2025-06-28T01:04:55,Low,86,90,8,Accident,14
TE07362,EDGE0130,LOC008,2025-03-16T00:54:16,Moderate,59,70,31,Event,55
TE07363,EDGE0180,LOC045,2026-02-18T19:39:51,Low,87,90,5,Event,9
TE07364,EDGE0230,LOC013,2026-05-21T02:14:32,Low,84,90,12,Rush Hour,21
TE07365,EDGE0125,LOC003,2024-08-28T20:11:55,High,27,45,79,Construction,142
TE07366,EDGE0278,LOC060,2024-05-13T14:26:29,Low,82,90,17,Construction,30
TE07367,EDGE0347,LOC030,2025-02-24T11:16:04,Low,85,90,10,Event,18
TE07368,EDGE0332,LOC025,2024-08-09T14:09:47,High,27,45,79,Weather-related,142
TE07369,EDGE0307,LOC038,2024-11-01T14:31:46,Low,80,90,21,Construction,37
TE07370,EDGE0072,LOC063,2025-11-02T04:01:14,Low,85,90,10,Event,18
TE07371,EDGE0097,LOC006,2026-06-28T02:45:47,Moderate,51,70,53,Rush Hour,95
TE07372,EDGE0318,LOC049,2024-05-05T09:22:58,Low,89,90,2,Weather-related,3
TE07373,EDGE0147,LOC032,2025-03-27T17:53:07,High,29,45,69,Event,124
TE07374,EDGE0286,LOC053,2024-12-05T23:36:32,Severe,11,20,86,Accident,154
TE07375,EDGE0036,LOC038,2024-02-19T22:08:33,Moderate,54,70,43,Rush Hour,77
TE07376,EDGE0242,LOC050,2026-01-05T01:20:44,Low,89,90,2,Construction,3
TE07377,EDGE0251,LOC065,2025-07-04T21:38:53,Low,87,90,6,Accident,10
TE07378,EDGE0249,LOC074,2025-01-21T09:16:14,Low,81,90,19,Rush Hour,34
TE07379,EDGE0361,LOC054,2025-08-23T00:06:07,Severe,10,20,100,Accident,180
TE07380,EDGE0244,LOC011,2025-10-18T10:18:04,Severe,10,20,97,Event,174
TE07381,EDGE0127,LOC019,2025-09-12T00:02:00,Severe,10,20,94,Event,169
TE07382,EDGE0285,LOC010,2024-06-01T10:52:32,Moderate,50,70,57,Accident,102
TE07383,EDGE0312,LOC020,2025-02-09T20:30:45,Severe,10,20,99,Construction,178
TE07384,EDGE0344,LOC015,2025-04-14T04:13:14,High,30,45,64,Rush Hour,115
TE07385,EDGE0138,LOC064,2025-04-27T17:04:13,Low,84,90,12,Rush Hour,21
TE07386,EDGE0122,LOC046,2024-09-26T05:09:56,High,28,45,75,Construction,135
TE07387,EDGE0197,LOC072,2026-05-25T23:59:58,Severe,10,20,98,Event,176
TE07388,EDGE0296,LOC063,2025-11-08T00:24:29,Moderate,50,70,55,Weather-related,99
TE07389,EDGE0312,LOC024,2025-05-15T22:55:19,Severe,11,20,88,Event,158
TE07390,EDGE0250,LOC055,2026-06-17T03:38:37,Low,86,90,7,Weather-related,12
TE07391,EDGE0370,LOC032,2024-08-04T04:52:14,Moderate,58,70,32,Event,57
TE07392,EDGE0080,LOC019,2024-11-05T22:08:51,Low,83,90,15,Event,27
TE07393,EDGE0314,LOC046,2025-01-23T09:26:16,Severe,11,20,85,Weather-related,153
TE07394,EDGE0255,LOC029,2024-07-29T18:55:04,Severe,11,20,85,Event,153
TE07395,EDGE0328,LOC033,2025-10-08T17:14:51,High,27,45,80,Weather-related,144
TE07396,EDGE0037,LOC074,2026-05-11T01:11:48,Low,90,90,0,Construction,0
TE07397,EDGE0354,LOC010,2024-11-05T22:45:47,Moderate,59,70,31,Accident,55
TE07398,EDGE0303,LOC056,2025-04-12T16:24:53,Moderate,52,70,51,Event,91
TE07399,EDGE0248,LOC007,2025-04-18T19:04:43,Severe,11,20,89,Accident,160
TE07400,EDGE0270,LOC016,2024-05-12T23:19:19,Low,88,90,4,Weather-related,7
TE07401,EDGE0286,LOC059,2025-04-06T21:25:13,Low,88,90,4,Accident,7
TE07402,EDGE0079,LOC053,2026-05-30T06:48:20,Severe,10,20,91,Accident,163
TE07403,EDGE0028,LOC063,2025-12-17T09:04:53,Moderate,52,70,49,Weather-related,88
TE07404,EDGE0009,LOC051,2026-04-27T22:02:33,Severe,10,20,98,Weather-related,176
TE07405,EDGE0356,LOC020,2024-10-11T20:36:36,Moderate,58,70,34,Construction,61
TE07406,EDGE0322,LOC014,2025-08-07T01:01:34,Low,77,90,28,Rush Hour,50
TE07407,EDGE0304,LOC056,2025-11-09T16:32:41,Moderate,53,70,46,Event,82
TE07408,EDGE0131,LOC019,2024-05-29T04:42:59,Severe,11,20,87,Event,156
TE07409,EDGE0169,LOC043,2024-08-03T07:45:02,Low,79,90,23,Accident,41
TE07410,EDGE0315,LOC046,2026-03-29T00:00:16,Severe,11,20,89,Construction,160
TE07411,EDGE0341,LOC068,2025-11-17T11:16:32,High,27,45,78,Event,140
TE07412,EDGE0083,LOC004,2025-05-01T15:11:47,Low,79,90,23,Construction,41
TE07413,EDGE0034,LOC073,2026-02-21T15:35:27,High,30,45,64,Accident,115
TE07414,EDGE0239,LOC037,2025-07-09T10:45:55,Moderate,55,70,42,Accident,75
TE07415,EDGE0190,LOC052,2025-12-28T14:25:48,Moderate,49,70,59,Accident,106
TE07416,EDGE0339,LOC055,2025-07-04T05:18:13,Moderate,54,70,43,Event,77
TE07417,EDGE0080,LOC073,2025-10-26T08:39:44,Moderate,57,70,35,Rush Hour,63
TE07418,EDGE0369,LOC054,2025-12-25T18:20:24,Moderate,55,70,41,Accident,73
TE07419,EDGE0066,LOC049,2025-10-15T05:35:14,Severe,11,20,87,Accident,156
TE07420,EDGE0193,LOC056,2025-09-29T07:33:00,Moderate,53,70,48,Accident,86
TE07421,EDGE0295,LOC023,2025-12-17T13:54:48,Moderate,55,70,41,Event,73
TE07422,EDGE0033,LOC057,2024-02-12T23:43:18,High,29,45,68,Rush Hour,122
TE07423,EDGE0207,LOC069,2026-05-18T05:38:30,Moderate,57,70,37,Accident,66
TE07424,EDGE0140,LOC018,2024-02-11T01:05:16,Severe,11,20,83,Rush Hour,149
TE07425,EDGE0054,LOC051,2025-10-15T20:59:01,Low,81,90,18,Accident,32
TE07426,EDGE0319,LOC015,2024-05-17T08:52:17,Moderate,51,70,54,Rush Hour,97
TE07427,EDGE0318,LOC021,2024-08-06T09:24:38,Moderate,55,70,41,Rush Hour,73
TE07428,EDGE0221,LOC028,2025-04-14T17:54:56,Severe,11,20,81,Rush Hour,145
TE07429,EDGE0037,LOC062,2025-01-11T22:29:08,Moderate,51,70,54,Weather-related,97
TE07430,EDGE0343,LOC074,2026-06-20T11:59:16,Low,85,90,9,Accident,16
TE07431,EDGE0262,LOC005,2026-03-06T16:27:12,Low,86,90,8,Construction,14
TE07432,EDGE0125,LOC071,2025-08-02T14:35:31,High,28,45,74,Construction,133
TE07433,EDGE0059,LOC067,2024-07-16T17:09:02,Moderate,53,70,48,Construction,86
TE07434,EDGE0185,LOC017,2026-04-23T22:33:24,Severe,10,20,94,Accident,169
TE07435,EDGE0174,LOC056,2026-05-28T14:08:57,High,29,45,67,Event,120
TE07436,EDGE0224,LOC042,2025-03-31T16:37:36,Moderate,53,70,48,Weather-related,86
TE07437,EDGE0117,LOC017,2024-03-24T03:58:03,Low,76,90,29,Accident,52
TE07438,EDGE0285,LOC066,2025-09-01T23:24:02,High,30,45,64,Rush Hour,115
TE07439,EDGE0293,LOC041,2024-07-14T15:13:42,Severe,10,20,98,Accident,176
TE07440,EDGE0264,LOC047,2025-09-17T22:46:16,Low,84,90,13,Weather-related,23
TE07441,EDGE0364,LOC032,2024-01-10T05:56:17,Moderate,52,70,49,Construction,88
TE07442,EDGE0215,LOC029,2025-12-19T22:43:33,High,30,45,64,Accident,115
TE07443,EDGE0102,LOC047,2026-03-15T16:44:54,High,27,45,77,Weather-related,138
TE07444,EDGE0151,LOC022,2025-12-15T22:16:23,Moderate,50,70,57,Accident,102
TE07445,EDGE0258,LOC013,2024-03-25T10:10:28,Moderate,54,70,45,Rush Hour,81
TE07446,EDGE0037,LOC004,2024-05-11T12:19:11,Low,76,90,29,Weather-related,52
TE07447,EDGE0034,LOC001,2024-03-25T23:05:37,Low,77,90,28,Rush Hour,50
TE07448,EDGE0184,LOC036,2025-02-23T16:50:53,High,28,45,73,Weather-related,131
TE07449,EDGE0277,LOC062,2024-06-15T07:04:22,High,30,45,64,Accident,115
TE07450,EDGE0215,LOC043,2025-06-02T01:09:51,High,27,45,78,Rush Hour,140
TE07451,EDGE0349,LOC037,2024-05-31T07:18:00,Severe,10,20,100,Rush Hour,180
TE07452,EDGE0080,LOC039,2025-03-27T09:29:34,Low,88,90,3,Weather-related,5
TE07453,EDGE0188,LOC021,2026-05-28T09:15:28,Low,89,90,1,Rush Hour,1
TE07454,EDGE0073,LOC002,2026-01-17T22:25:27,Low,78,90,25,Rush Hour,45
TE07455,EDGE0203,LOC072,2025-05-29T16:02:32,Moderate,51,70,52,Rush Hour,93
TE07456,EDGE0205,LOC053,2024-04-04T13:12:11,High,28,45,73,Rush Hour,131
TE07457,EDGE0076,LOC067,2024-07-07T15:42:40,High,27,45,79,Rush Hour,142
TE07458,EDGE0218,LOC054,2026-06-27T04:07:10,Severe,10,20,93,Construction,167
TE07459,EDGE0283,LOC026,2026-03-04T12:46:56,Moderate,50,70,55,Event,99
TE07460,EDGE0297,LOC046,2024-03-23T08:44:19,Severe,10,20,91,Accident,163
TE07461,EDGE0319,LOC034,2024-11-14T13:21:24,Severe,11,20,82,Accident,147
TE07462,EDGE0112,LOC026,2026-03-12T23:43:05,High,30,45,63,Event,113
TE07463,EDGE0214,LOC004,2024-08-11T22:22:20,Severe,11,20,90,Weather-related,162
TE07464,EDGE0103,LOC019,2026-05-23T02:42:53,Low,81,90,18,Accident,32
TE07465,EDGE0281,LOC033,2026-02-08T10:17:45,Severe,11,20,83,Accident,149
TE07466,EDGE0369,LOC008,2024-07-30T21:27:47,Low,90,90,0,Construction,0
TE07467,EDGE0311,LOC063,2024-12-13T06:18:31,Moderate,58,70,34,Weather-related,61
TE07468,EDGE0061,LOC033,2024-08-28T10:26:55,Moderate,57,70,36,Rush Hour,64
TE07469,EDGE0137,LOC023,2025-04-12T10:04:28,Severe,10,20,94,Rush Hour,169
TE07470,EDGE0024,LOC063,2025-04-27T22:51:00,Low,83,90,15,Accident,27
TE07471,EDGE0283,LOC075,2024-01-11T00:30:11,Moderate,54,70,45,Weather-related,81
TE07472,EDGE0247,LOC065,2026-01-23T08:26:17,High,30,45,63,Weather-related,113
TE07473,EDGE0161,LOC064,2024-11-07T18:38:01,Low,77,90,28,Accident,50
TE07474,EDGE0199,LOC071,2024-06-27T04:39:23,Severe,10,20,96,Accident,172
TE07475,EDGE0213,LOC044,2024-04-14T07:14:15,Low,84,90,13,Weather-related,23
TE07476,EDGE0009,LOC031,2024-01-01T01:19:53,Low,81,90,18,Accident,32
TE07477,EDGE0261,LOC030,2024-08-25T17:04:36,Low,82,90,16,Accident,28
TE07478,EDGE0145,LOC064,2024-07-07T00:29:24,Moderate,54,70,45,Weather-related,81
TE07479,EDGE0307,LOC059,2026-03-18T12:23:23,High,30,45,65,Event,117
TE07480,EDGE0286,LOC001,2024-05-30T11:20:17,Moderate,57,70,36,Rush Hour,64
TE07481,EDGE0153,LOC017,2025-01-19T00:30:39,Moderate,49,70,60,Rush Hour,108
TE07482,EDGE0244,LOC032,2024-11-13T08:37:10,High,30,45,65,Accident,117
TE07483,EDGE0311,LOC038,2024-06-09T22:44:59,Low,76,90,29,Rush Hour,52
TE07484,EDGE0367,LOC052,2026-01-05T22:23:49,Moderate,52,70,50,Event,90
TE07485,EDGE0299,LOC020,2024-02-08T07:15:23,Severe,10,20,99,Event,178
TE07486,EDGE0072,LOC019,2026-02-24T17:45:31,Moderate,58,70,34,Accident,61
TE07487,EDGE0156,LOC044,2025-11-20T10:39:18,Low,76,90,30,Event,54
TE07488,EDGE0294,LOC012,2025-08-29T22:52:11,Low,82,90,16,Construction,28
TE07489,EDGE0359,LOC009,2024-03-27T10:54:00,Severe,10,20,93,Accident,167
TE07490,EDGE0004,LOC006,2024-07-08T05:27:31,Low,83,90,14,Rush Hour,25
TE07491,EDGE0161,LOC062,2025-04-10T21:58:05,High,31,45,61,Rush Hour,109
TE07492,EDGE0091,LOC009,2025-09-20T10:59:26,Severe,10,20,100,Accident,180
TE07493,EDGE0079,LOC054,2026-01-21T10:22:15,Moderate,50,70,55,Accident,99
TE07494,EDGE0262,LOC034,2024-10-12T21:39:19,Low,90,90,0,Weather-related,0
TE07495,EDGE0182,LOC049,2024-12-30T22:44:42,Severe,10,20,98,Rush Hour,176
TE07496,EDGE0102,LOC067,2026-04-29T07:10:15,Moderate,58,70,33,Weather-related,59
TE07497,EDGE0325,LOC047,2025-02-08T07:37:32,Moderate,51,70,53,Construction,95
TE07498,EDGE0222,LOC009,2025-11-13T03:56:50,High,28,45,75,Construction,135
TE07499,EDGE0222,LOC066,2024-07-10T09:05:58,Moderate,57,70,35,Construction,63
TE07500,EDGE0252,LOC038,2025-11-02T15:18:51,Moderate,58,70,32,Event,57
TE07501,EDGE0053,LOC055,2024-08-15T04:27:35,Severe,11,20,83,Accident,149
TE07502,EDGE0294,LOC006,2024-02-03T15:27:51,Severe,10,20,91,Weather-related,163
TE07503,EDGE0349,LOC022,2024-10-14T02:08:10,Low,88,90,4,Weather-related,7
TE07504,EDGE0312,LOC042,2024-08-08T02:26:37,Low,88,90,4,Event,7
TE07505,EDGE0022,LOC055,2025-01-08T21:16:17,Severe,11,20,81,Rush Hour,145
TE07506,EDGE0168,LOC033,2024-09-22T06:58:18,Moderate,50,70,56,Weather-related,100
TE07507,EDGE0208,LOC009,2026-03-05T14:39:40,Moderate,56,70,39,Rush Hour,70
TE07508,EDGE0330,LOC004,2026-04-29T05:44:45,Severe,10,20,92,Rush Hour,165
TE07509,EDGE0369,LOC024,2024-11-07T05:37:41,Moderate,52,70,50,Weather-related,90
TE07510,EDGE0305,LOC047,2026-01-09T16:28:18,Low,88,90,4,Rush Hour,7
TE07511,EDGE0304,LOC039,2026-01-16T09:05:17,Severe,11,20,90,Event,162
TE07512,EDGE0021,LOC021,2025-03-26T13:19:58,Low,77,90,28,Event,50
TE07513,EDGE0287,LOC016,2025-03-25T15:26:31,Moderate,59,70,31,Rush Hour,55
TE07514,EDGE0325,LOC041,2024-06-04T09:00:14,Low,85,90,9,Event,16
TE07515,EDGE0191,LOC003,2026-02-04T19:02:06,Severe,10,20,91,Rush Hour,163
TE07516,EDGE0019,LOC055,2025-07-24T15:24:20,Low,78,90,25,Construction,45
TE07517,EDGE0342,LOC012,2025-03-03T11:30:15,Moderate,50,70,55,Event,99
TE07518,EDGE0269,LOC004,2025-08-30T16:35:28,Low,85,90,9,Event,16
TE07519,EDGE0095,LOC050,2025-08-22T08:26:29,Low,86,90,8,Weather-related,14
TE07520,EDGE0048,LOC024,2024-06-15T17:46:12,Moderate,58,70,33,Event,59
TE07521,EDGE0113,LOC032,2025-12-21T17:49:13,Moderate,53,70,47,Event,84
TE07522,EDGE0344,LOC074,2025-10-09T15:01:36,Severe,11,20,81,Event,145
TE07523,EDGE0039,LOC073,2025-10-21T22:55:14,Low,78,90,25,Accident,45
TE07524,EDGE0054,LOC049,2024-08-18T04:02:55,High,28,45,74,Event,133
TE07525,EDGE0304,LOC044,2024-02-13T10:49:18,Moderate,57,70,37,Construction,66
TE07526,EDGE0312,LOC002,2025-03-16T06:44:46,Moderate,53,70,47,Weather-related,84
TE07527,EDGE0310,LOC028,2025-12-11T01:15:45,Moderate,57,70,35,Weather-related,63
TE07528,EDGE0038,LOC059,2024-07-05T14:38:25,Low,89,90,1,Weather-related,1
TE07529,EDGE0269,LOC065,2026-05-26T11:14:21,Low,90,90,0,Construction,0
TE07530,EDGE0020,LOC056,2025-08-27T22:58:49,Low,83,90,15,Construction,27
TE07531,EDGE0229,LOC028,2024-01-18T02:50:31,Low,79,90,24,Event,43
TE07532,EDGE0093,LOC075,2026-06-20T20:01:41,High,27,45,78,Weather-related,140
TE07533,EDGE0181,LOC046,2025-04-15T07:46:10,Severe,11,20,89,Construction,160
TE07534,EDGE0346,LOC004,2024-02-22T22:43:35,Low,85,90,10,Event,18
TE07535,EDGE0094,LOC027,2025-11-21T11:23:33,Moderate,58,70,34,Construction,61
TE07536,EDGE0329,LOC029,2024-03-07T05:25:42,Moderate,54,70,43,Accident,77
TE07537,EDGE0005,LOC054,2025-07-05T01:10:34,High,29,45,67,Construction,120
TE07538,EDGE0134,LOC045,2024-08-04T09:36:42,High,29,45,69,Event,124
TE07539,EDGE0154,LOC066,2025-12-27T20:50:28,Low,89,90,1,Rush Hour,1
TE07540,EDGE0145,LOC075,2025-12-13T00:31:59,Moderate,54,70,43,Accident,77
TE07541,EDGE0343,LOC066,2025-03-06T03:43:51,Low,79,90,23,Weather-related,41
TE07542,EDGE0357,LOC072,2024-01-15T04:01:13,Severe,10,20,92,Accident,165
TE07543,EDGE0356,LOC068,2024-09-02T22:23:36,Low,84,90,13,Weather-related,23
TE07544,EDGE0255,LOC057,2025-07-09T17:47:58,High,29,45,71,Event,127
TE07545,EDGE0129,LOC040,2026-02-16T17:09:05,Moderate,57,70,35,Rush Hour,63
TE07546,EDGE0021,LOC030,2026-02-20T16:51:55,Moderate,58,70,34,Weather-related,61
TE07547,EDGE0075,LOC071,2024-11-23T10:27:11,Severe,11,20,88,Construction,158
TE07548,EDGE0009,LOC058,2025-06-25T21:28:37,Severe,11,20,86,Weather-related,154
TE07549,EDGE0361,LOC019,2026-03-26T15:29:36,Low,82,90,16,Construction,28
TE07550,EDGE0129,LOC062,2025-08-29T19:31:49,Moderate,53,70,47,Construction,84
TE07551,EDGE0178,LOC030,2026-03-07T23:42:35,Moderate,56,70,40,Construction,72
TE07552,EDGE0371,LOC015,2024-04-07T12:04:39,Moderate,50,70,56,Rush Hour,100
TE07553,EDGE0209,LOC011,2024-09-28T01:42:54,Low,84,90,13,Event,23
TE07554,EDGE0216,LOC054,2024-08-23T04:42:08,High,30,45,66,Weather-related,118
TE07555,EDGE0265,LOC026,2025-06-30T14:33:09,High,30,45,66,Accident,118
TE07556,EDGE0207,LOC024,2026-05-24T19:40:13,Moderate,54,70,45,Weather-related,81
TE07557,EDGE0195,LOC073,2025-06-11T01:41:17,Severe,11,20,82,Construction,147
TE07558,EDGE0237,LOC061,2025-12-14T18:43:15,Severe,10,20,100,Weather-related,180
TE07559,EDGE0118,LOC053,2024-08-05T13:02:36,Severe,10,20,99,Event,178
TE07560,EDGE0243,LOC017,2025-03-08T09:16:21,Moderate,56,70,38,Event,68
TE07561,EDGE0335,LOC023,2025-04-15T14:02:40,Low,87,90,6,Rush Hour,10
TE07562,EDGE0160,LOC064,2025-09-03T22:43:39,High,30,45,65,Rush Hour,117
TE07563,EDGE0349,LOC012,2024-04-15T23:03:25,Low,88,90,4,Rush Hour,7
TE07564,EDGE0230,LOC075,2026-01-21T11:18:29,Severe,10,20,93,Event,167
TE07565,EDGE0323,LOC049,2025-08-07T21:47:05,Moderate,54,70,45,Construction,81
TE07566,EDGE0280,LOC026,2026-01-02T20:12:03,Moderate,54,70,45,Event,81
TE07567,EDGE0260,LOC027,2024-10-07T04:51:00,Moderate,59,70,31,Weather-related,55
TE07568,EDGE0266,LOC019,2026-06-13T20:17:19,Severe,10,20,91,Accident,163
TE07569,EDGE0194,LOC039,2026-02-26T13:35:33,High,31,45,61,Event,109
TE07570,EDGE0179,LOC004,2026-03-27T05:35:45,Low,77,90,27,Construction,48
TE07571,EDGE0062,LOC067,2025-02-06T16:38:47,High,31,45,62,Construction,111
TE07572,EDGE0137,LOC012,2024-07-20T01:12:02,Severe,11,20,88,Rush Hour,158
TE07573,EDGE0295,LOC042,2025-05-18T10:27:06,Severe,11,20,82,Weather-related,147
TE07574,EDGE0279,LOC073,2026-06-21T02:59:12,Low,82,90,16,Accident,28
TE07575,EDGE0024,LOC031,2025-06-24T17:55:49,Low,89,90,1,Rush Hour,1
TE07576,EDGE0080,LOC062,2026-06-26T23:29:12,Low,83,90,15,Event,27
TE07577,EDGE0291,LOC019,2025-09-19T05:46:49,Moderate,58,70,34,Accident,61
TE07578,EDGE0261,LOC072,2024-04-14T23:11:28,Low,84,90,13,Weather-related,23
TE07579,EDGE0305,LOC070,2024-03-10T19:04:46,Severe,11,20,82,Weather-related,147
TE07580,EDGE0120,LOC064,2024-02-15T20:39:14,Low,88,90,3,Weather-related,5
TE07581,EDGE0292,LOC055,2024-09-04T06:38:54,Severe,10,20,92,Weather-related,165
TE07582,EDGE0161,LOC044,2024-12-25T22:33:46,Moderate,56,70,38,Weather-related,68
TE07583,EDGE0173,LOC046,2024-05-29T23:17:18,Low,88,90,3,Accident,5
TE07584,EDGE0088,LOC040,2024-06-14T00:11:05,Severe,11,20,84,Accident,151
TE07585,EDGE0222,LOC066,2026-02-14T20:14:43,Low,81,90,20,Construction,36
TE07586,EDGE0242,LOC031,2026-01-10T01:57:51,Moderate,54,70,43,Construction,77
TE07587,EDGE0104,LOC035,2025-05-17T18:53:46,Low,80,90,21,Accident,37
TE07588,EDGE0180,LOC044,2024-12-25T16:14:03,Low,79,90,24,Weather-related,43
TE07589,EDGE0060,LOC056,2025-01-02T13:43:41,Moderate,58,70,33,Rush Hour,59
TE07590,EDGE0009,LOC042,2024-06-12T18:46:57,Moderate,49,70,58,Weather-related,104
TE07591,EDGE0066,LOC001,2024-09-27T07:06:50,High,27,45,76,Weather-related,136
TE07592,EDGE0190,LOC032,2025-08-19T15:40:09,High,29,45,70,Event,126
TE07593,EDGE0006,LOC050,2025-10-14T12:49:42,Moderate,53,70,46,Construction,82
TE07594,EDGE0125,LOC049,2024-04-09T23:53:02,Moderate,52,70,51,Rush Hour,91
TE07595,EDGE0107,LOC039,2024-04-06T04:47:33,High,31,45,61,Weather-related,109
TE07596,EDGE0011,LOC064,2025-01-24T02:42:53,Low,77,90,28,Construction,50
