risk_id,shipment_id,weather_score,traffic_score,congestion_score,transport_score,external_event_score,historical_score,shipment_characteristics_score,overall_risk_score,risk_level,sla_breach_probability,expected_delay_minutes,created_at
RISK01504,CURR01504,1.0,7.63,5.32,1.0,1.74,10.0,1,3.83,MEDIUM,0.439,62,2026-07-01T00:00:00
RISK01505,CURR01505,4.47,6.35,5.55,1.25,1.0,10.0,1,4.34,MEDIUM,0.645,131,2026-07-01T00:00:00
RISK01506,CURR01506,1.57,2.98,6.85,1.25,2.89,10.0,1,3.71,MEDIUM,0.546,177,2026-07-01T00:00:00
RISK01507,CURR01507,1.53,6.34,1.0,1.0,1.0,10.0,1,2.81,LOW,0.322,69,2026-07-01T00:00:00
RISK01508,CURR01508,4.61,6.02,3.9,1.0,1.62,10.0,1,4.02,MEDIUM,0.514,87,2026-07-01T00:00:00
RISK01509,CURR01509,6.77,2.07,5.17,1.0,2.3,10.0,1,4.18,MEDIUM,0.601,76,2026-07-01T00:00:00
RISK01510,CURR01510,4.37,5.81,1.0,1.0,1.0,10.0,3,3.5,MEDIUM,0.417,57,2026-07-01T00:00:00
RISK01511,CURR01511,7.1,1.52,5.03,1.0,1.12,10.0,1,4.02,MEDIUM,0.517,154,2026-07-01T00:00:00
RISK01512,CURR01512,5.53,2.26,3.14,1.0,3.84,1.0,3,3.01,MEDIUM,0.502,147,2026-07-01T00:00:00
RISK01513,CURR01513,1.0,6.51,1.85,1.0,3.49,10.0,3,3.35,MEDIUM,0.422,43,2026-07-01T00:00:00
RISK01514,CURR01514,5.37,1.0,5.43,1.0,3.21,10.0,1,3.88,MEDIUM,0.548,123,2026-07-01T00:00:00
RISK01515,CURR01515,2.92,7.1,5.35,1.0,1.0,10.0,1,4.07,MEDIUM,0.541,159,2026-07-01T00:00:00
RISK01516,CURR01516,3.95,7.24,2.59,1.0,1.01,10.0,1,3.75,MEDIUM,0.486,79,2026-07-01T00:00:00
RISK01517,CURR01517,1.0,5.61,5.63,1.0,1.0,10.0,1,3.52,MEDIUM,0.377,33,2026-07-01T00:00:00
RISK01518,CURR01518,5.5,4.89,6.04,1.0,3.48,10.0,1,4.64,MEDIUM,0.586,143,2026-07-01T00:00:00
RISK01519,CURR01519,5.42,7.05,1.76,1.0,3.71,7.92,3,4.11,MEDIUM,0.533,78,2026-07-01T00:00:00
RISK01520,CURR01520,8.9,4.58,6.68,1.0,3.37,10.0,1,5.39,HIGH,0.713,80,2026-07-01T00:00:00
RISK01521,CURR01521,6.26,1.0,5.51,1.25,1.0,3.57,1,3.25,MEDIUM,0.563,143,2026-07-01T00:00:00
RISK01522,CURR01522,3.06,4.5,1.66,1.0,2.45,8.33,1,2.95,LOW,0.38,109,2026-07-01T00:00:00
RISK01523,CURR01523,6.23,4.01,3.97,1.0,3.52,10.0,1,4.24,MEDIUM,0.564,103,2026-07-01T00:00:00
RISK01524,CURR01524,3.01,1.0,6.92,1.0,1.0,10.0,1,3.49,MEDIUM,0.447,101,2026-07-01T00:00:00
RISK01525,CURR01525,2.88,2.28,2.3,1.0,3.42,10.0,1,2.97,LOW,0.37,70,2026-07-01T00:00:00
RISK01526,CURR01526,8.32,1.0,5.54,2.5,3.83,10.0,1,4.78,MEDIUM,0.842,147,2026-07-01T00:00:00
RISK01527,CURR01527,5.01,4.87,2.22,1.0,1.81,10.0,1,3.61,MEDIUM,0.466,54,2026-07-01T00:00:00
RISK01528,CURR01528,4.42,1.3,1.0,1.0,1.32,7.32,3,2.59,LOW,0.314,51,2026-07-01T00:00:00
RISK01529,CURR01529,2.43,1.0,5.98,1.0,2.18,6.98,1,3.0,LOW,0.426,84,2026-07-01T00:00:00
RISK01530,CURR01530,6.75,1.0,1.04,1.0,2.98,10.0,3,3.46,MEDIUM,0.445,74,2026-07-01T00:00:00
RISK01531,CURR01531,4.53,5.3,1.22,1.0,3.86,10.0,1,3.58,MEDIUM,0.472,60,2026-07-01T00:00:00
RISK01532,CURR01532,6.21,2.75,1.0,1.0,1.0,10.0,1,3.2,MEDIUM,0.423,100,2026-07-01T00:00:00
RISK01533,CURR01533,7.42,7.96,1.69,2.5,1.15,10.0,1,4.61,MEDIUM,0.845,203,2026-07-01T00:00:00
RISK01534,CURR01534,8.9,3.64,4.02,1.0,2.64,10.0,1,4.64,MEDIUM,0.654,200,2026-07-01T00:00:00
RISK01535,CURR01535,1.94,4.14,5.47,1.0,3.62,10.0,1,3.71,MEDIUM,0.454,27,2026-07-01T00:00:00
RISK01536,CURR01536,2.82,4.79,6.79,1.25,3.02,7.32,1,3.96,MEDIUM,0.61,178,2026-07-01T00:00:00
RISK01537,CURR01537,5.07,3.89,2.88,1.0,2.99,10.0,1,3.72,MEDIUM,0.483,74,2026-07-01T00:00:00
RISK01538,CURR01538,2.08,5.53,3.55,1.0,1.0,10.0,1,3.31,MEDIUM,0.386,82,2026-07-01T00:00:00
RISK01539,CURR01539,2.96,7.18,2.54,1.0,2.32,10.0,1,3.66,MEDIUM,0.465,115,2026-07-01T00:00:00
RISK01540,CURR01540,4.98,6.8,4.25,1.0,2.07,10.0,1,4.32,MEDIUM,0.553,100,2026-07-01T00:00:00
RISK01541,CURR01541,6.37,2.04,1.0,1.0,3.63,10.0,1,3.39,MEDIUM,0.441,9,2026-07-01T00:00:00
RISK01542,CURR01542,6.63,6.04,1.12,1.0,1.0,10.0,1,3.81,MEDIUM,0.517,41,2026-07-01T00:00:00
RISK01543,CURR01543,7.22,6.68,5.39,1.0,1.66,10.0,1,4.94,MEDIUM,0.651,134,2026-07-01T00:00:00
RISK01544,CURR01544,5.92,5.39,1.0,1.0,3.42,10.0,1,3.78,MEDIUM,0.561,182,2026-07-01T00:00:00
RISK01545,CURR01545,5.11,1.75,2.55,1.0,3.06,10.0,1,3.35,MEDIUM,0.437,70,2026-07-01T00:00:00
RISK01546,CURR01546,3.49,5.15,6.98,1.0,3.66,10.0,1,4.48,MEDIUM,0.54,93,2026-07-01T00:00:00
RISK01547,CURR01547,2.98,7.38,1.0,1.0,2.01,10.0,1,3.35,MEDIUM,0.468,121,2026-07-01T00:00:00
RISK01548,CURR01548,5.12,2.26,6.25,1.0,1.0,10.0,1,3.96,MEDIUM,0.475,67,2026-07-01T00:00:00
RISK01549,CURR01549,8.31,1.6,3.7,1.0,1.0,9.22,1,3.91,MEDIUM,0.521,12,2026-07-01T00:00:00
RISK01550,CURR01550,5.73,5.19,5.08,1.0,1.21,10.0,1,4.31,MEDIUM,0.614,73,2026-07-01T00:00:00
RISK01551,CURR01551,1.68,4.61,1.0,1.0,2.86,10.0,1,2.76,LOW,0.321,31,2026-07-01T00:00:00
RISK01552,CURR01552,2.62,6.29,1.73,2.5,1.51,10.0,1,3.44,MEDIUM,0.659,179,2026-07-01T00:00:00
RISK01553,CURR01553,5.87,5.42,6.86,1.0,2.58,1.0,1,3.97,MEDIUM,0.57,98,2026-07-01T00:00:00
RISK01554,CURR01554,2.88,6.98,2.8,1.0,3.9,9.7,1,3.79,MEDIUM,0.474,32,2026-07-01T00:00:00
RISK01555,CURR01555,7.58,6.27,4.84,1.0,1.06,10.0,1,4.78,MEDIUM,0.688,206,2026-07-01T00:00:00
RISK01556,CURR01556,8.84,1.0,2.94,1.0,1.94,10.0,1,3.95,MEDIUM,0.611,148,2026-07-01T00:00:00
RISK01557,CURR01557,8.32,2.27,1.0,1.0,1.19,10.0,1,3.57,MEDIUM,0.481,56,2026-07-01T00:00:00
RISK01558,CURR01558,1.0,6.4,3.22,1.0,2.12,10.0,1,3.27,MEDIUM,0.372,60,2026-07-01T00:00:00
RISK01559,CURR01559,3.2,7.1,1.0,1.0,1.95,10.0,1,3.35,MEDIUM,0.473,50,2026-07-01T00:00:00
RISK01560,CURR01560,1.31,7.4,2.14,1.0,1.0,10.0,1,3.15,MEDIUM,0.378,70,2026-07-01T00:00:00
RISK01561,CURR01561,1.54,1.22,4.27,1.0,3.72,10.0,1,2.97,LOW,0.345,44,2026-07-01T00:00:00
RISK01562,CURR01562,3.38,1.12,5.92,1.0,2.74,9.53,1,3.5,MEDIUM,0.418,49,2026-07-01T00:00:00
RISK01563,CURR01563,8.85,2.94,5.68,1.0,1.0,10.0,3,4.9,MEDIUM,0.616,130,2026-07-01T00:00:00
RISK01564,CURR01564,1.0,2.1,4.82,1.0,2.54,10.0,1,2.98,LOW,0.316,31,2026-07-01T00:00:00
RISK01565,CURR01565,1.74,1.0,1.0,1.0,2.34,10.0,3,2.38,LOW,0.321,61,2026-07-01T00:00:00
RISK01566,CURR01566,6.16,1.0,4.5,1.0,2.5,10.0,1,3.78,MEDIUM,0.493,49,2026-07-01T00:00:00
RISK01567,CURR01567,1.0,1.18,5.52,1.0,1.0,10.0,1,2.83,LOW,0.339,72,2026-07-01T00:00:00
RISK01568,CURR01568,1.42,6.18,4.13,1.25,3.92,9.4,1,3.66,MEDIUM,0.557,117,2026-07-01T00:00:00
RISK01569,CURR01569,6.68,2.61,1.0,1.0,3.41,10.0,1,3.52,MEDIUM,0.491,14,2026-07-01T00:00:00
RISK01570,CURR01570,8.44,2.07,6.24,1.0,2.74,10.0,1,4.77,MEDIUM,0.628,132,2026-07-01T00:00:00
RISK01571,CURR01571,2.39,7.14,4.38,1.0,1.02,10.0,3,3.98,MEDIUM,0.514,106,2026-07-01T00:00:00
RISK01572,CURR01572,8.31,2.25,6.16,1.0,2.51,10.0,1,4.73,MEDIUM,0.696,141,2026-07-01T00:00:00
RISK01573,CURR01573,2.46,7.64,4.01,1.0,1.0,9.38,1,3.73,MEDIUM,0.501,120,2026-07-01T00:00:00
RISK01574,CURR01574,2.69,4.16,6.66,1.0,2.28,10.0,1,3.97,MEDIUM,0.47,111,2026-07-01T00:00:00
RISK01575,CURR01575,3.91,1.73,5.96,1.0,1.0,10.0,1,3.58,MEDIUM,0.422,75,2026-07-01T00:00:00
RISK01576,CURR01576,3.07,2.25,4.19,1.25,1.0,10.0,1,3.18,MEDIUM,0.494,84,2026-07-01T00:00:00
RISK01577,CURR01577,7.4,7.74,2.77,1.0,2.73,10.0,1,4.72,MEDIUM,0.638,93,2026-07-01T00:00:00
RISK01578,CURR01578,6.72,3.42,2.68,1.25,1.55,7.67,1,3.6,MEDIUM,0.616,106,2026-07-01T00:00:00
RISK01579,CURR01579,1.0,1.0,5.66,1.0,1.0,10.0,1,2.83,LOW,0.288,73,2026-07-01T00:00:00
RISK01580,CURR01580,3.84,1.92,5.6,1.0,1.0,10.0,1,3.53,MEDIUM,0.422,67,2026-07-01T00:00:00
RISK01581,CURR01581,8.79,2.72,1.19,1.0,2.02,10.0,1,3.86,MEDIUM,0.546,178,2026-07-01T00:00:00
RISK01582,CURR01582,8.59,1.0,6.23,1.0,3.29,10.0,3,4.89,MEDIUM,0.616,32,2026-07-01T00:00:00
RISK01583,CURR01583,5.26,1.94,5.29,1.0,1.47,10.0,1,3.8,MEDIUM,0.471,109,2026-07-01T00:00:00
RISK01584,CURR01584,2.69,7.59,1.0,1.0,1.08,10.0,3,3.43,MEDIUM,0.395,67,2026-07-01T00:00:00
RISK01585,CURR01585,1.0,4.07,1.39,1.0,1.0,6.25,3,2.26,LOW,0.257,44,2026-07-01T00:00:00
RISK01586,CURR01586,7.97,2.01,6.17,1.0,1.0,10.0,1,4.48,MEDIUM,0.64,93,2026-07-01T00:00:00
RISK01587,CURR01587,2.19,5.0,1.0,1.0,1.0,10.0,1,2.74,LOW,0.322,17,2026-07-01T00:00:00
RISK01588,CURR01588,8.38,3.6,1.0,1.0,1.39,10.0,1,3.81,MEDIUM,0.579,132,2026-07-01T00:00:00
RISK01589,CURR01589,5.88,2.8,5.97,1.0,3.48,10.0,1,4.39,MEDIUM,0.556,74,2026-07-01T00:00:00
RISK01590,CURR01590,1.07,1.55,6.29,1.0,2.38,10.0,1,3.19,MEDIUM,0.368,66,2026-07-01T00:00:00
RISK01591,CURR01591,8.63,1.06,6.68,1.0,1.0,5.0,1,4.07,MEDIUM,0.571,184,2026-07-01T00:00:00
RISK01592,CURR01592,1.47,6.16,4.86,1.0,1.4,10.0,1,3.58,MEDIUM,0.426,69,2026-07-01T00:00:00
RISK01593,CURR01593,3.83,3.21,2.12,1.0,1.0,10.0,1,3.02,MEDIUM,0.38,21,2026-07-01T00:00:00
RISK01594,CURR01594,5.33,2.61,4.56,1.0,1.44,10.0,1,3.76,MEDIUM,0.491,150,2026-07-01T00:00:00
RISK01595,CURR01595,5.96,1.0,2.19,1.0,1.0,9.53,1,3.08,MEDIUM,0.391,120,2026-07-01T00:00:00
RISK01596,CURR01596,8.35,2.1,4.54,1.0,2.93,10.0,1,4.44,MEDIUM,0.658,164,2026-07-01T00:00:00
RISK01597,CURR01597,3.68,1.75,1.0,1.0,1.0,10.0,1,2.55,LOW,0.293,70,2026-07-01T00:00:00
RISK01598,CURR01598,1.0,2.16,6.39,1.0,3.99,7.92,1,3.24,MEDIUM,0.409,48,2026-07-01T00:00:00
RISK01599,CURR01599,3.81,2.96,1.0,1.0,2.42,10.0,3,3.1,MEDIUM,0.366,73,2026-07-01T00:00:00
RISK01600,CURR01600,8.86,7.91,1.0,1.0,1.0,9.38,1,4.45,MEDIUM,0.606,107,2026-07-01T00:00:00
RISK01601,CURR01601,8.26,4.28,6.52,1.0,3.15,10.0,1,5.16,HIGH,0.68,67,2026-07-01T00:00:00
RISK01602,CURR01602,7.08,3.07,4.7,1.0,1.43,10.0,1,4.21,MEDIUM,0.615,145,2026-07-01T00:00:00
RISK01603,CURR01603,8.39,6.3,1.16,2.5,1.0,9.2,1,4.35,MEDIUM,0.818,155,2026-07-01T00:00:00
RISK01604,CURR01604,6.49,7.5,1.0,1.0,2.19,10.0,3,4.29,MEDIUM,0.541,105,2026-07-01T00:00:00
RISK01605,CURR01605,8.74,7.91,6.29,1.25,1.0,10.0,1,5.58,HIGH,0.838,248,2026-07-01T00:00:00
RISK01606,CURR01606,8.99,1.0,1.0,1.0,1.95,7.65,1,3.36,MEDIUM,0.47,113,2026-07-01T00:00:00
RISK01607,CURR01607,7.06,5.89,6.59,1.0,3.12,10.0,1,5.18,HIGH,0.729,209,2026-07-01T00:00:00
RISK01608,CURR01608,6.03,5.97,5.63,1.0,4.0,10.0,1,4.88,MEDIUM,0.631,179,2026-07-01T00:00:00
RISK01609,CURR01609,3.67,3.21,5.9,1.0,1.0,10.0,1,3.75,MEDIUM,0.443,68,2026-07-01T00:00:00
RISK01610,CURR01610,7.56,6.82,1.68,1.0,1.05,10.0,1,4.23,MEDIUM,0.574,113,2026-07-01T00:00:00
RISK01611,CURR01611,1.0,1.73,1.11,1.0,3.81,8.03,1,2.12,LOW,0.302,50,2026-07-01T00:00:00
RISK01612,CURR01612,2.63,5.74,4.76,1.0,3.33,9.62,1,3.88,MEDIUM,0.471,45,2026-07-01T00:00:00
RISK01613,CURR01613,1.0,4.82,6.74,1.25,1.37,10.0,3,3.9,MEDIUM,0.516,132,2026-07-01T00:00:00
RISK01614,CURR01614,5.3,1.61,6.5,1.0,2.09,10.0,3,4.26,MEDIUM,0.504,88,2026-07-01T00:00:00
RISK01615,CURR01615,6.09,1.0,2.15,1.0,1.08,10.0,1,3.16,MEDIUM,0.411,70,2026-07-01T00:00:00
RISK01616,CURR01616,3.96,5.82,1.0,1.0,2.95,10.0,3,3.61,MEDIUM,0.439,37,2026-07-01T00:00:00
RISK01617,CURR01617,6.9,7.86,1.0,1.0,1.0,10.0,1,4.11,MEDIUM,0.609,204,2026-07-01T00:00:00
RISK01618,CURR01618,5.72,6.72,4.31,1.0,1.0,10.0,1,4.36,MEDIUM,0.57,86,2026-07-01T00:00:00
RISK01619,CURR01619,7.32,1.95,2.41,1.0,1.0,10.0,1,3.59,MEDIUM,0.488,103,2026-07-01T00:00:00
RISK01620,CURR01620,1.0,1.0,6.62,1.0,2.78,10.0,1,3.2,MEDIUM,0.317,82,2026-07-01T00:00:00
RISK01621,CURR01621,1.0,4.89,2.77,1.0,1.85,10.0,1,2.92,LOW,0.331,28,2026-07-01T00:00:00
RISK01622,CURR01622,1.28,5.98,6.64,1.0,1.0,10.0,1,3.83,MEDIUM,0.439,141,2026-07-01T00:00:00
RISK01623,CURR01623,4.2,6.57,4.31,1.0,3.34,10.0,1,4.27,MEDIUM,0.535,53,2026-07-01T00:00:00
RISK01624,CURR01624,4.47,2.49,1.0,1.0,1.79,10.0,1,2.9,LOW,0.375,68,2026-07-01T00:00:00
RISK01625,CURR01625,8.17,1.0,3.82,1.0,1.75,10.0,1,3.97,MEDIUM,0.528,167,2026-07-01T00:00:00
RISK01626,CURR01626,6.16,1.0,1.32,1.0,1.04,8.75,3,3.08,MEDIUM,0.444,125,2026-07-01T00:00:00
RISK01627,CURR01627,3.45,7.13,4.52,1.0,1.63,10.0,1,4.08,MEDIUM,0.5,73,2026-07-01T00:00:00
RISK01628,CURR01628,2.53,4.28,5.76,1.0,1.3,10.0,1,3.68,MEDIUM,0.435,68,2026-07-01T00:00:00
RISK01629,CURR01629,2.08,5.55,2.79,1.0,1.39,10.0,1,3.2,MEDIUM,0.384,35,2026-07-01T00:00:00
RISK01630,CURR01630,5.59,2.63,3.38,1.0,1.05,10.0,1,3.54,MEDIUM,0.456,111,2026-07-01T00:00:00
RISK01631,CURR01631,2.61,6.72,6.55,2.5,3.98,9.38,1,4.65,MEDIUM,0.784,203,2026-07-01T00:00:00
RISK01632,CURR01632,2.44,6.2,6.77,1.25,3.68,10.0,1,4.43,MEDIUM,0.657,109,2026-07-01T00:00:00
RISK01633,CURR01633,7.8,4.64,1.86,1.0,1.0,10.0,1,3.98,MEDIUM,0.535,168,2026-07-01T00:00:00
RISK01634,CURR01634,1.0,4.24,1.84,1.0,2.02,10.0,1,2.66,LOW,0.291,53,2026-07-01T00:00:00
RISK01635,CURR01635,2.53,1.0,1.05,1.0,1.0,10.0,1,2.22,LOW,0.259,57,2026-07-01T00:00:00
RISK01636,CURR01636,3.17,2.72,3.45,1.0,3.85,10.0,1,3.37,MEDIUM,0.478,64,2026-07-01T00:00:00
RISK01637,CURR01637,4.61,1.0,5.13,1.0,1.93,10.0,3,3.74,MEDIUM,0.436,50,2026-07-01T00:00:00
RISK01638,CURR01638,8.58,3.75,3.26,1.0,1.0,10.0,1,4.28,MEDIUM,0.578,36,2026-07-01T00:00:00
RISK01639,CURR01639,1.0,5.5,4.92,1.0,1.0,10.0,1,3.36,MEDIUM,0.348,58,2026-07-01T00:00:00
RISK01640,CURR01640,2.65,7.21,5.88,1.25,1.0,9.55,3,4.33,MEDIUM,0.606,144,2026-07-01T00:00:00
RISK01641,CURR01641,1.0,4.22,3.29,1.0,2.96,10.0,1,3.04,MEDIUM,0.318,39,2026-07-01T00:00:00
RISK01642,CURR01642,2.34,1.61,2.96,1.0,1.6,10.0,3,2.91,LOW,0.324,27,2026-07-01T00:00:00
RISK01643,CURR01643,1.54,7.99,6.51,1.0,1.04,10.0,1,4.16,MEDIUM,0.49,171,2026-07-01T00:00:00
RISK01644,CURR01644,8.27,4.57,1.3,1.0,1.0,9.1,1,3.86,MEDIUM,0.534,70,2026-07-01T00:00:00
RISK01645,CURR01645,6.99,6.52,6.15,1.0,1.0,10.0,1,4.96,MEDIUM,0.635,135,2026-07-01T00:00:00
RISK01646,CURR01646,1.0,2.03,3.31,1.0,3.94,9.57,1,2.77,LOW,0.378,60,2026-07-01T00:00:00
RISK01647,CURR01647,8.25,2.49,4.64,1.0,3.75,10.0,1,4.58,MEDIUM,0.615,188,2026-07-01T00:00:00
RISK01648,CURR01648,6.99,1.32,2.19,1.0,2.95,8.48,1,3.43,MEDIUM,0.535,91,2026-07-01T00:00:00
RISK01649,CURR01649,5.84,6.61,5.81,1.25,1.0,7.58,1,4.47,MEDIUM,0.693,223,2026-07-01T00:00:00
RISK01650,CURR01650,5.93,2.9,3.98,1.0,2.01,10.0,1,3.87,MEDIUM,0.505,33,2026-07-01T00:00:00
RISK01651,CURR01651,1.0,2.98,6.69,1.0,1.0,8.33,1,3.17,MEDIUM,0.396,115,2026-07-01T00:00:00
RISK01652,CURR01652,6.1,2.17,1.0,1.0,3.45,10.0,1,3.34,MEDIUM,0.439,44,2026-07-01T00:00:00
RISK01653,CURR01653,6.06,7.49,2.14,1.0,1.45,8.92,1,4.05,MEDIUM,0.542,137,2026-07-01T00:00:00
RISK01654,CURR01654,4.04,5.43,6.69,1.0,3.56,10.0,3,4.77,MEDIUM,0.563,48,2026-07-01T00:00:00
RISK01655,CURR01655,4.92,1.29,4.49,1.0,3.54,1.0,1,2.78,LOW,0.421,46,2026-07-01T00:00:00
RISK01656,CURR01656,1.27,6.33,5.4,1.0,2.61,10.0,1,3.79,MEDIUM,0.444,60,2026-07-01T00:00:00
RISK01657,CURR01657,1.0,4.5,2.82,1.0,1.0,10.0,1,2.79,LOW,0.293,57,2026-07-01T00:00:00
RISK01658,CURR01658,1.05,4.3,3.97,1.0,1.0,9.95,1,2.99,LOW,0.328,56,2026-07-01T00:00:00
RISK01659,CURR01659,2.77,1.0,1.83,1.0,3.88,1.0,1,1.81,LOW,0.289,57,2026-07-01T00:00:00
RISK01660,CURR01660,4.39,6.82,3.58,2.5,2.02,10.0,1,4.29,MEDIUM,0.768,200,2026-07-01T00:00:00
RISK01661,CURR01661,1.0,3.03,1.14,1.25,1.0,10.0,1,2.27,LOW,0.377,77,2026-07-01T00:00:00
RISK01662,CURR01662,6.32,7.53,2.67,1.25,3.2,9.2,1,4.46,MEDIUM,0.715,107,2026-07-01T00:00:00
RISK01663,CURR01663,2.16,2.73,5.54,1.0,3.43,10.0,1,3.54,MEDIUM,0.418,77,2026-07-01T00:00:00
RISK01664,CURR01664,1.0,2.67,3.18,1.0,3.12,10.0,3,3.0,LOW,0.329,37,2026-07-01T00:00:00
RISK01665,CURR01665,7.03,4.68,5.96,1.0,2.45,8.8,1,4.67,MEDIUM,0.673,154,2026-07-01T00:00:00
RISK01666,CURR01666,6.54,3.89,4.61,1.0,1.58,10.0,1,4.22,MEDIUM,0.554,92,2026-07-01T00:00:00
RISK01667,CURR01667,6.09,5.08,3.77,1.0,2.66,10.0,1,4.25,MEDIUM,0.558,37,2026-07-01T00:00:00
RISK01668,CURR01668,5.99,6.19,3.48,1.0,2.87,10.0,1,4.36,MEDIUM,0.569,132,2026-07-01T00:00:00
RISK01669,CURR01669,8.84,6.88,4.33,1.25,3.71,10.0,1,5.32,HIGH,0.835,264,2026-07-01T00:00:00
RISK01670,CURR01670,5.49,1.0,1.0,1.0,3.61,10.0,1,3.06,MEDIUM,0.389,37,2026-07-01T00:00:00
RISK01671,CURR01671,4.46,1.0,1.0,1.25,1.0,10.0,1,2.63,LOW,0.461,73,2026-07-01T00:00:00
RISK01672,CURR01672,7.91,6.07,1.89,1.0,1.14,10.0,1,4.23,MEDIUM,0.587,150,2026-07-01T00:00:00
RISK01673,CURR01673,6.51,6.71,4.34,1.0,1.47,10.0,3,4.77,MEDIUM,0.593,120,2026-07-01T00:00:00
RISK01674,CURR01674,6.14,1.02,2.63,1.0,1.0,10.0,1,3.26,MEDIUM,0.425,34,2026-07-01T00:00:00
RISK01675,CURR01675,6.26,6.49,2.68,1.0,3.22,10.0,1,4.33,MEDIUM,0.571,107,2026-07-01T00:00:00
RISK01676,CURR01676,7.78,1.0,2.65,1.0,1.62,8.85,1,3.53,MEDIUM,0.466,63,2026-07-01T00:00:00
RISK01677,CURR01677,3.51,1.0,3.85,1.0,1.5,10.0,1,3.02,MEDIUM,0.362,20,2026-07-01T00:00:00
RISK01678,CURR01678,5.86,7.42,5.28,1.0,2.7,10.0,1,4.86,MEDIUM,0.696,183,2026-07-01T00:00:00
RISK01679,CURR01679,6.18,6.1,3.27,1.0,1.0,10.0,1,4.15,MEDIUM,0.535,85,2026-07-01T00:00:00
RISK01680,CURR01680,1.0,2.76,3.32,1.0,2.69,10.0,1,2.8,LOW,0.344,49,2026-07-01T00:00:00
RISK01681,CURR01681,8.19,1.59,3.35,1.25,2.42,10.0,1,4.08,MEDIUM,0.671,82,2026-07-01T00:00:00
RISK01682,CURR01682,8.39,3.39,3.22,1.0,1.55,10.0,1,4.24,MEDIUM,0.575,167,2026-07-01T00:00:00
RISK01683,CURR01683,7.47,6.19,2.27,1.0,1.18,10.0,1,4.24,MEDIUM,0.575,175,2026-07-01T00:00:00
RISK01684,CURR01684,5.13,1.0,4.67,1.0,2.39,8.6,1,3.46,MEDIUM,0.499,67,2026-07-01T00:00:00
RISK01685,CURR01685,5.56,7.44,6.57,1.25,2.3,10.0,1,5.06,HIGH,0.755,227,2026-07-01T00:00:00
RISK01686,CURR01686,5.7,7.33,3.0,1.0,1.0,10.0,3,4.39,MEDIUM,0.544,90,2026-07-01T00:00:00
RISK01687,CURR01687,4.54,3.78,6.74,1.25,1.99,10.0,1,4.31,MEDIUM,0.65,120,2026-07-01T00:00:00
RISK01688,CURR01688,8.99,1.0,6.7,1.0,2.07,10.0,1,4.74,MEDIUM,0.622,157,2026-07-01T00:00:00
RISK01689,CURR01689,8.93,5.97,1.34,1.25,1.0,10.0,1,4.34,MEDIUM,0.731,206,2026-07-01T00:00:00
RISK01690,CURR01690,5.84,7.67,1.0,1.0,3.01,10.0,1,4.07,MEDIUM,0.538,81,2026-07-01T00:00:00
RISK01691,CURR01691,2.85,6.6,1.76,2.5,2.55,7.15,1,3.36,MEDIUM,0.664,121,2026-07-01T00:00:00
RISK01692,CURR01692,3.47,1.0,5.52,1.0,1.0,10.0,3,3.5,MEDIUM,0.367,28,2026-07-01T00:00:00
RISK01693,CURR01693,1.0,1.0,1.0,1.0,1.0,10.0,1,1.9,LOW,0.264,44,2026-07-01T00:00:00
RISK01694,CURR01694,5.66,7.47,5.93,1.0,1.0,1.0,1,3.89,MEDIUM,0.622,162,2026-07-01T00:00:00
RISK01695,CURR01695,2.55,4.22,5.28,1.0,1.0,10.0,1,3.55,MEDIUM,0.472,119,2026-07-01T00:00:00
RISK01696,CURR01696,3.35,2.26,6.68,1.0,3.46,10.0,1,3.94,MEDIUM,0.47,71,2026-07-01T00:00:00
RISK01697,CURR01697,6.25,1.0,1.77,1.0,1.0,9.38,3,3.24,MEDIUM,0.402,49,2026-07-01T00:00:00
RISK01698,CURR01698,8.07,6.27,6.29,1.0,1.0,10.0,1,5.16,HIGH,0.722,215,2026-07-01T00:00:00
RISK01699,CURR01699,4.5,6.43,1.57,2.5,3.34,10.0,1,3.99,MEDIUM,0.738,195,2026-07-01T00:00:00
RISK01700,CURR01700,8.28,7.98,2.73,1.0,1.99,10.0,1,4.85,MEDIUM,0.656,228,2026-07-01T00:00:00
RISK01701,CURR01701,8.19,5.06,3.11,1.0,1.59,10.0,3,4.63,MEDIUM,0.602,164,2026-07-01T00:00:00
RISK01702,CURR01702,5.49,1.0,2.91,1.0,2.08,10.0,1,3.29,MEDIUM,0.496,94,2026-07-01T00:00:00
RISK01703,CURR01703,3.31,6.85,4.69,1.0,1.0,10.0,1,3.98,MEDIUM,0.48,73,2026-07-01T00:00:00
RISK01704,CURR01704,1.28,4.13,3.16,1.0,2.72,10.0,1,3.03,MEDIUM,0.355,58,2026-07-01T00:00:00
RISK01705,CURR01705,3.29,3.77,2.82,1.25,3.04,10.0,1,3.38,MEDIUM,0.543,115,2026-07-01T00:00:00
RISK01706,CURR01706,8.39,4.55,5.37,1.0,3.53,10.0,1,5.04,HIGH,0.669,165,2026-07-01T00:00:00
RISK01707,CURR01707,2.79,3.77,6.1,1.0,1.9,10.0,1,3.78,MEDIUM,0.453,72,2026-07-01T00:00:00
RISK01708,CURR01708,7.49,6.39,2.96,1.0,3.17,10.0,1,4.62,MEDIUM,0.627,173,2026-07-01T00:00:00
RISK01709,CURR01709,4.23,4.05,2.54,1.0,2.85,9.57,1,3.45,MEDIUM,0.441,73,2026-07-01T00:00:00
