event_id,location_id,location_type,timestamp,congestion_score,processing_capacity,current_load,queue_length,average_processing_time,delay_minutes
CE03189,LOC035,Airport,2024-03-28T19:00:04,0.31,1822,859,0,30.0,0
CE03190,LOC001,Last Mile Facility,2026-05-16T07:59:17,0.91,960,1304,191,53.9,32
CE03191,LOC063,Last Mile Facility,2024-02-07T15:10:51,0.53,3270,2589,0,30.0,0
CE03192,LOC047,Distribution Center,2024-03-22T12:42:42,0.99,4197,6212,3442,128.4,43
CE03193,LOC039,Warehouse,2024-12-16T07:59:24,0.71,1629,1744,213,45.7,6
CE03194,LOC010,Last Mile Facility,2026-01-13T14:58:38,0.49,1628,1198,0,30.0,0
CE03195,LOC024,Airport,2024-03-06T20:35:38,1.0,1595,2803,927,99.7,68
CE03196,LOC048,Sort Facility,2024-03-06T12:25:50,0.3,3574,1634,0,30.0,0
CE03197,LOC015,Last Mile Facility,2024-12-06T04:56:43,0.45,3252,2180,0,30.0,0
CE03198,LOC038,Airport,2024-12-27T10:24:14,0.45,1463,993,0,30.0,0
CE03199,LOC051,Last Mile Facility,2024-08-25T02:29:11,0.31,2427,1129,0,30.0,0
CE03200,LOC071,Last Mile Facility,2024-08-01T20:49:32,0.96,4596,6632,2372,91.9,39
CE03201,LOC056,Warehouse,2026-02-16T15:07:10,0.62,3011,2786,0,30.0,0
CE03202,LOC040,Distribution Center,2025-05-11T06:17:43,1.0,2337,3575,2453,156.0,47
CE03203,LOC012,Airport,2025-05-16T16:27:29,1.0,2463,3969,1811,118.2,55
CE03204,LOC070,Distribution Center,2025-08-24T23:59:20,0.67,4087,4098,9,30.3,0
CE03205,LOC058,Hub,2025-09-06T20:49:15,0.93,4836,6761,2953,103.3,35
CE03206,LOC028,Hub,2024-01-30T21:54:20,0.8,4698,5640,941,54.0,18
CE03207,LOC020,Last Mile Facility,2026-03-03T15:23:05,0.89,1116,1483,299,62.2,29
CE03208,LOC004,Warehouse,2025-03-25T22:32:22,0.94,869,1229,522,102.1,37
CE03209,LOC061,Airport,2026-02-03T15:33:45,0.73,2149,2347,112,36.3,8
CE03210,LOC056,Warehouse,2024-02-06T12:37:59,0.87,3011,3917,972,68.7,27
CE03211,LOC004,Warehouse,2025-10-06T14:02:11,0.59,869,766,0,30.0,0
CE03212,LOC066,Sort Facility,2026-05-04T10:38:42,0.5,3283,2462,0,30.0,0
CE03213,LOC044,Warehouse,2024-04-15T13:47:23,0.48,3843,2748,0,30.0,0
CE03214,LOC062,Sort Facility,2024-03-03T08:09:20,0.57,3208,2735,0,30.0,0
CE03215,LOC018,Hub,2024-11-06T21:10:42,0.84,261,329,71,62.6,23
CE03216,LOC048,Sort Facility,2024-02-25T22:23:08,0.55,3574,2965,0,30.0,0
CE03217,LOC073,Sort Facility,2024-11-20T09:59:35,0.27,3536,1441,0,30.0,0
CE03218,LOC055,Airport,2024-12-22T12:36:12,0.74,1469,1631,312,55.5,9
CE03219,LOC059,Distribution Center,2026-06-24T06:05:29,0.65,4161,4054,0,30.0,0
CE03220,LOC007,Warehouse,2026-02-02T11:08:42,0.4,2658,1599,0,30.0,0
CE03221,LOC031,Hub,2024-01-12T02:39:35,0.4,4593,2765,0,30.0,0
CE03222,LOC018,Hub,2025-06-26T17:53:15,1.0,261,456,370,200.1,67
CE03223,LOC039,Warehouse,2024-05-05T06:00:31,0.86,1629,2109,303,52.3,26
CE03224,LOC037,Distribution Center,2026-06-22T10:59:37,0.88,2793,3688,1445,92.1,28
CE03225,LOC023,Port,2025-07-25T20:26:32,0.46,2668,1850,0,30.0,0
CE03226,LOC057,Distribution Center,2026-03-01T22:26:12,0.58,2059,1796,0,30.0,0
CE03227,LOC059,Distribution Center,2024-09-12T01:02:36,0.56,4161,3501,0,30.0,0
CE03228,LOC040,Distribution Center,2025-09-08T23:59:57,0.83,2337,2894,645,63.1,21
CE03229,LOC011,Warehouse,2024-11-26T12:57:04,0.84,2988,3768,1503,90.4,23
CE03230,LOC005,Sort Facility,2024-08-24T12:30:34,1.0,1284,2299,971,120.7,71
CE03231,LOC033,Last Mile Facility,2026-04-13T00:06:10,0.92,4291,5920,1770,79.5,34
CE03232,LOC069,Port,2024-01-12T10:01:32,0.93,4167,5828,3263,124.0,35
CE03233,LOC055,Airport,2025-03-13T03:59:30,1.0,1469,2504,1202,128.2,63
CE03234,LOC019,Airport,2025-02-16T16:01:39,1.0,3442,6051,2665,122.9,68
CE03235,LOC006,Sort Facility,2026-05-14T02:58:38,0.35,4943,2618,0,30.0,0
CE03236,LOC002,Port,2025-08-04T10:56:13,0.8,566,682,73,45.5,18
CE03237,LOC054,Port,2026-03-04T14:58:22,0.32,759,359,0,30.0,0
CE03238,LOC004,Warehouse,2025-08-26T09:20:21,0.59,869,775,0,30.0,0
CE03239,LOC028,Hub,2024-09-05T08:08:11,0.55,4698,3857,0,30.0,0
CE03240,LOC033,Last Mile Facility,2024-11-09T03:40:03,0.84,4291,5412,845,53.6,23
CE03241,LOC022,Hub,2025-02-02T02:44:41,0.98,479,703,334,113.7,42
CE03242,LOC049,Port,2025-06-03T14:31:56,1.0,1833,2880,612,70.1,51
CE03243,LOC068,Hub,2024-10-31T02:55:31,1.0,2969,5096,3913,188.2,64
CE03244,LOC056,Warehouse,2025-05-23T01:36:32,1.0,3011,4623,1989,109.3,48
CE03245,LOC068,Hub,2025-02-08T10:14:51,0.83,2969,3694,1159,76.8,21
CE03246,LOC015,Last Mile Facility,2025-09-01T22:23:54,1.0,3252,5369,1311,78.4,58
CE03247,LOC074,Warehouse,2024-07-04T02:53:32,0.31,325,153,0,30.0,0
CE03248,LOC057,Distribution Center,2025-03-19T07:48:07,1.0,2059,3154,1540,119.8,47
CE03249,LOC045,Distribution Center,2025-12-02T14:43:26,1.0,4759,8540,6052,182.6,71
CE03250,LOC047,Distribution Center,2024-02-14T18:23:36,0.53,4197,3321,0,30.0,0
CE03251,LOC029,Port,2025-11-23T03:03:48,0.5,2831,2107,0,30.0,0
CE03252,LOC024,Airport,2026-03-06T01:28:38,0.65,1595,1559,0,30.0,0
CE03253,LOC068,Hub,2025-09-22T05:15:00,1.0,2969,4710,1582,93.9,52
CE03254,LOC017,Hub,2024-11-13T19:40:13,0.65,1600,1567,0,30.0,0
CE03255,LOC059,Distribution Center,2024-10-14T03:02:16,1.0,4161,7128,2025,88.4,64
CE03256,LOC067,Warehouse,2024-06-24T01:31:04,0.62,3061,2828,0,30.0,0
CE03257,LOC004,Warehouse,2024-03-05T17:12:02,0.28,869,370,0,30.0,0
CE03258,LOC019,Airport,2025-08-24T21:15:35,0.31,3442,1586,0,30.0,0
CE03259,LOC066,Sort Facility,2024-06-14T19:10:07,0.71,3283,3500,317,41.6,5
CE03260,LOC038,Airport,2024-11-15T08:41:48,1.0,1463,2443,508,71.7,60
CE03261,LOC008,Airport,2024-11-06T21:51:29,1.0,1075,1658,753,114.1,48
CE03262,LOC071,Last Mile Facility,2026-06-04T18:51:24,0.98,4596,6755,4308,142.5,42
CE03263,LOC009,Sort Facility,2025-04-08T20:58:46,0.86,3105,4027,1592,91.5,26
CE03264,LOC047,Distribution Center,2024-11-28T23:15:53,0.64,4197,4003,0,30.0,0
CE03265,LOC062,Sort Facility,2025-04-16T06:28:33,1.0,3208,5733,4264,189.5,70
CE03266,LOC001,Last Mile Facility,2025-07-14T16:45:21,1.0,960,1567,875,139.4,56
CE03267,LOC054,Port,2025-12-21T10:57:47,0.85,759,965,163,55.8,24
CE03268,LOC012,Airport,2024-03-25T10:58:09,0.53,2463,1966,0,30.0,0
CE03269,LOC071,Last Mile Facility,2024-12-22T23:56:22,0.38,4596,2645,0,30.0,0
CE03270,LOC071,Last Mile Facility,2026-05-30T13:34:21,0.58,4596,4001,0,30.0,0
CE03271,LOC054,Port,2025-01-26T23:38:25,0.46,759,526,0,30.0,0
CE03272,LOC031,Hub,2024-12-02T19:06:56,0.86,4593,5934,2161,86.5,26
CE03273,LOC009,Sort Facility,2026-03-04T23:09:58,0.42,3105,1959,0,30.0,0
CE03274,LOC073,Sort Facility,2024-02-06T23:47:43,0.59,3536,3128,0,30.0,0
CE03275,LOC010,Last Mile Facility,2025-04-26T09:58:04,0.4,1628,970,0,30.0,0
CE03276,LOC067,Warehouse,2024-01-20T04:49:36,0.28,3061,1300,0,30.0,0
CE03277,LOC063,Last Mile Facility,2024-12-02T04:51:17,1.0,3270,5689,4801,206.2,66
CE03278,LOC048,Sort Facility,2024-10-08T01:09:16,0.98,3574,5256,2463,112.7,42
CE03279,LOC040,Distribution Center,2025-06-02T17:53:16,0.65,2337,2271,0,30.0,0
CE03280,LOC011,Warehouse,2024-11-16T13:23:10,0.73,2988,3269,357,44.3,8
CE03281,LOC074,Warehouse,2026-02-15T02:09:58,0.52,325,253,0,30.0,0
CE03282,LOC006,Sort Facility,2025-08-26T15:00:13,0.61,4943,4496,0,30.0,0
CE03283,LOC027,Distribution Center,2025-05-23T12:49:13,0.68,300,307,11,34.4,2
CE03284,LOC041,Distribution Center,2025-12-12T07:09:54,0.8,4129,4981,812,53.6,18
CE03285,LOC049,Port,2025-08-30T00:22:46,0.99,1833,2723,1674,139.6,43
CE03286,LOC045,Distribution Center,2024-09-13T17:14:17,0.37,4759,2654,0,30.0,0
CE03287,LOC013,Hub,2026-02-02T19:14:35,0.81,2712,3302,996,74.1,19
CE03288,LOC032,Distribution Center,2026-01-15T22:14:34,0.89,1584,2114,625,77.3,30
CE03289,LOC007,Warehouse,2026-05-21T05:15:10,0.7,2658,2789,86,33.9,4
CE03290,LOC053,Distribution Center,2025-03-19T06:20:18,0.27,1247,514,0,30.0,0
CE03291,LOC072,Airport,2025-01-21T01:26:21,0.68,4665,4728,55,31.4,1
CE03292,LOC047,Distribution Center,2024-04-30T15:54:04,1.0,4197,6775,4199,150.1,55
CE03293,LOC039,Warehouse,2024-06-15T15:00:06,0.48,1629,1164,0,30.0,0
CE03294,LOC001,Last Mile Facility,2024-01-01T10:05:37,1.0,960,1469,529,96.1,47
CE03295,LOC002,Port,2024-02-18T11:13:04,1.0,566,977,756,190.3,65
CE03296,LOC034,Port,2024-03-18T17:10:49,0.92,1778,2465,1149,107.5,34
CE03297,LOC050,Airport,2024-01-18T10:00:36,0.78,3355,3931,1116,69.9,15
CE03298,LOC014,Airport,2025-03-02T00:05:04,0.63,1578,1503,0,30.0,0
CE03299,LOC046,Last Mile Facility,2024-01-01T00:21:12,0.4,1736,1029,0,30.0,0
CE03300,LOC029,Port,2025-04-16T09:18:26,0.41,2831,1762,0,30.0,0
CE03301,LOC062,Sort Facility,2025-11-22T09:03:44,1.0,3208,4897,864,62.3,47
CE03302,LOC065,Airport,2025-08-15T12:24:08,0.93,1748,2445,879,90.3,35
CE03303,LOC013,Hub,2026-06-01T12:42:35,0.84,2712,3407,1021,75.2,23
CE03304,LOC045,Distribution Center,2024-09-04T18:06:49,0.31,4759,2230,0,30.0,0
CE03305,LOC061,Airport,2024-05-31T01:05:48,0.43,2149,1371,0,30.0,0
CE03306,LOC040,Distribution Center,2024-03-24T04:02:07,0.68,2337,2378,70,33.6,1
CE03307,LOC043,Distribution Center,2025-07-25T17:53:23,0.39,4879,2834,0,30.0,0
CE03308,LOC027,Distribution Center,2024-11-30T11:17:16,0.92,300,415,84,63.6,34
CE03309,LOC031,Hub,2024-10-23T08:59:48,0.79,4593,5420,1274,63.3,16
CE03310,LOC057,Distribution Center,2025-10-19T08:45:33,1.0,2059,3165,1368,109.7,48
CE03311,LOC027,Distribution Center,2025-08-02T03:46:23,0.58,300,263,0,30.0,0
CE03312,LOC032,Distribution Center,2024-04-28T05:11:42,0.79,1584,1866,463,65.1,16
CE03313,LOC060,Last Mile Facility,2025-03-10T22:21:42,0.64,723,699,0,30.0,0
CE03314,LOC021,Port,2025-10-10T13:02:40,0.88,437,575,187,81.4,28
CE03315,LOC035,Airport,2024-02-04T18:55:43,0.37,1822,1014,0,30.0,0
CE03316,LOC026,Distribution Center,2025-04-07T02:28:57,0.73,3661,3994,303,39.9,8
CE03317,LOC015,Last Mile Facility,2024-02-24T08:37:27,0.76,3252,3710,566,50.9,12
CE03318,LOC031,Hub,2024-07-05T12:46:37,0.54,4593,3732,0,30.0,0
CE03319,LOC037,Distribution Center,2025-04-14T05:14:40,0.83,2793,3492,1119,78.1,22
CE03320,LOC018,Hub,2024-08-08T08:06:25,0.32,261,126,0,30.0,0
CE03321,LOC049,Port,2025-02-12T03:07:20,0.85,1833,2350,698,75.7,25
CE03322,LOC066,Sort Facility,2025-12-10T19:29:50,0.57,3283,2827,0,30.0,0
CE03323,LOC036,Airport,2024-11-13T22:30:00,1.0,2829,4543,1527,94.8,54
CE03324,LOC053,Distribution Center,2024-07-05T22:02:30,0.85,1247,1583,480,76.2,24
CE03325,LOC039,Warehouse,2024-02-17T04:11:10,0.8,1629,1959,286,51.1,18
CE03326,LOC015,Last Mile Facility,2026-01-10T05:23:13,0.31,3252,1536,0,30.0,0
CE03327,LOC028,Hub,2024-09-28T04:51:44,0.35,4698,2499,0,30.0,0
CE03328,LOC065,Airport,2024-01-23T06:47:04,0.49,1748,1293,0,30.0,0
CE03329,LOC036,Airport,2024-06-23T21:32:20,0.98,2829,4176,1304,85.3,42
CE03330,LOC048,Sort Facility,2024-05-13T17:51:51,0.52,3574,2769,0,30.0,0
CE03331,LOC012,Airport,2024-12-30T18:05:01,0.95,2463,3509,754,66.7,38
CE03332,LOC007,Warehouse,2025-12-08T04:44:52,1.0,2658,4436,1558,100.3,60
CE03333,LOC071,Last Mile Facility,2026-06-19T15:39:12,0.72,4596,4959,498,43.0,7
CE03334,LOC026,Distribution Center,2026-05-15T23:02:56,0.35,3661,1916,0,30.0,0
CE03335,LOC071,Last Mile Facility,2025-02-28T07:11:39,0.82,4596,5620,1375,65.9,20
CE03336,LOC040,Distribution Center,2025-02-23T12:49:17,1.0,2337,4132,3188,193.7,69
CE03337,LOC042,Port,2024-02-05T01:03:30,0.94,809,1135,309,75.8,36
CE03338,LOC037,Distribution Center,2026-05-24T22:45:38,0.78,2793,3259,825,65.4,15
CE03339,LOC022,Hub,2026-01-15T05:26:39,0.77,479,550,74,48.5,13
CE03340,LOC058,Hub,2024-04-08T07:23:33,0.48,4836,3512,0,30.0,0
CE03341,LOC041,Distribution Center,2024-08-26T03:14:47,0.53,4129,3258,0,30.0,0
CE03342,LOC065,Airport,2024-11-30T17:30:42,1.0,1748,2817,1467,130.7,55
CE03343,LOC020,Last Mile Facility,2024-04-11T05:15:27,0.61,1116,1019,0,30.0,0
CE03344,LOC062,Sort Facility,2025-09-09T13:19:32,1.0,3208,5565,3609,165.0,66
CE03345,LOC004,Warehouse,2025-08-09T07:25:29,0.5,869,646,0,30.0,0
CE03346,LOC005,Sort Facility,2024-02-16T10:40:57,0.4,1284,770,0,30.0,0
CE03347,LOC054,Port,2024-02-27T17:28:07,0.4,759,450,0,30.0,0
CE03348,LOC018,Hub,2026-02-11T17:17:23,1.0,261,461,330,181.7,68
CE03349,LOC016,Airport,2025-11-02T20:18:12,0.91,1121,1535,543,88.1,33
CE03350,LOC042,Port,2025-12-24T10:36:48,0.55,809,673,0,30.0,0
CE03351,LOC015,Last Mile Facility,2025-10-02T16:17:26,1.0,3252,4970,3303,151.9,47
CE03352,LOC035,Airport,2024-09-28T21:19:34,0.67,1822,1820,0,30.0,0
CE03353,LOC038,Airport,2024-01-21T14:42:23,1.0,1463,2575,1014,113.2,68
CE03354,LOC051,Last Mile Facility,2026-06-14T23:11:48,0.46,2427,1670,0,30.0,0
CE03355,LOC002,Port,2024-03-09T09:41:44,0.89,566,756,367,107.8,30
CE03356,LOC019,Airport,2024-04-07T21:11:31,0.79,3442,4088,1021,65.6,16
CE03357,LOC054,Port,2025-03-12T05:50:14,0.89,759,1010,474,104.9,29
CE03358,LOC035,Airport,2025-03-13T09:38:18,0.32,1822,888,0,30.0,0
CE03359,LOC061,Airport,2026-01-14T08:47:47,0.56,2149,1813,0,30.0,0
CE03360,LOC067,Warehouse,2024-11-10T21:09:09,0.84,3061,3849,863,63.8,23
CE03361,LOC066,Sort Facility,2025-02-19T05:05:10,1.0,3283,5070,3370,153.2,48
CE03362,LOC060,Last Mile Facility,2024-02-07T22:10:40,0.5,723,543,0,30.0,0
CE03363,LOC057,Distribution Center,2025-02-26T11:29:40,1.0,2059,3284,1668,127.2,53
CE03364,LOC005,Sort Facility,2024-10-19T03:45:03,0.98,1284,1886,306,58.6,42
CE03365,LOC005,Sort Facility,2024-12-30T18:40:05,0.29,1284,561,0,30.0,0
CE03366,LOC073,Sort Facility,2025-11-26T22:14:42,0.89,3536,4735,2188,104.3,30
CE03367,LOC048,Sort Facility,2024-01-04T00:38:54,0.35,3574,1878,0,30.0,0
CE03368,LOC033,Last Mile Facility,2024-03-09T13:01:42,0.51,4291,3312,0,30.0,0
CE03369,LOC071,Last Mile Facility,2026-05-24T22:03:50,0.67,4596,4644,36,30.9,0
CE03370,LOC025,Warehouse,2025-11-07T06:49:09,0.87,491,640,93,52.7,27
CE03371,LOC053,Distribution Center,2026-05-18T06:57:26,0.98,1247,1832,331,61.9,42
CE03372,LOC052,Hub,2026-01-28T21:37:47,0.3,2030,916,0,30.0,0
CE03373,LOC029,Port,2024-12-25T15:43:26,1.0,2831,4774,2984,156.5,61
CE03374,LOC006,Sort Facility,2024-03-14T11:16:04,0.37,4943,2725,0,30.0,0
CE03375,LOC049,Port,2025-03-21T02:07:55,0.79,1833,2173,384,55.1,16
CE03376,LOC019,Airport,2025-07-19T12:12:03,0.28,3442,1461,0,30.0,0
CE03377,LOC065,Airport,2024-05-17T08:23:14,0.51,1748,1325,0,30.0,0
CE03378,LOC026,Distribution Center,2025-07-24T13:49:49,0.32,3661,1761,0,30.0,0
CE03379,LOC009,Sort Facility,2025-12-09T18:30:42,0.94,3105,4389,1046,70.4,37
CE03380,LOC012,Airport,2026-01-03T23:09:05,0.6,2463,2229,0,30.0,0
CE03381,LOC053,Distribution Center,2026-04-25T23:48:52,0.42,1247,781,0,30.0,0
CE03382,LOC033,Last Mile Facility,2024-09-11T14:26:16,0.74,4291,4756,511,44.3,9
CE03383,LOC047,Distribution Center,2025-08-02T20:25:10,1.0,4197,6654,3933,142.5,52
CE03384,LOC015,Last Mile Facility,2025-07-30T18:02:01,0.35,3252,1712,0,30.0,0
CE03385,LOC004,Warehouse,2026-05-05T23:39:57,1.0,869,1363,579,110.0,51
CE03386,LOC016,Airport,2026-04-20T01:15:20,0.84,1121,1411,265,58.4,23
CE03387,LOC065,Airport,2024-08-14T07:55:45,0.59,1748,1548,0,30.0,0
CE03388,LOC062,Sort Facility,2025-05-13T04:58:53,0.43,3208,2048,0,30.0,0
CE03389,LOC006,Sort Facility,2025-06-22T17:11:03,0.96,4943,7083,2828,98.7,38
CE03390,LOC007,Warehouse,2025-09-24T06:07:16,0.3,2658,1211,0,30.0,0
CE03391,LOC030,Warehouse,2024-09-27T05:48:02,1.0,2790,4755,1857,109.9,63
CE03392,LOC045,Distribution Center,2026-06-20T07:51:48,1.0,4759,8028,1817,75.8,61
CE03393,LOC040,Distribution Center,2025-09-16T03:24:50,0.39,2337,1382,0,30.0,0
CE03394,LOC040,Distribution Center,2025-08-01T01:15:47,1.0,2337,3952,2854,176.5,62
CE03395,LOC053,Distribution Center,2025-12-27T05:04:23,0.89,1247,1667,420,70.4,30
CE03396,LOC063,Last Mile Facility,2025-06-23T17:23:40,0.57,3270,2802,0,30.0,0
CE03397,LOC063,Last Mile Facility,2025-03-30T07:18:32,0.51,3270,2492,0,30.0,0
CE03398,LOC030,Warehouse,2024-08-17T08:09:50,1.0,2790,4603,3437,177.8,58
CE03399,LOC008,Airport,2026-02-07T04:41:39,0.85,1075,1367,554,91.8,24
CE03400,LOC024,Airport,2026-04-22T09:14:18,0.77,1595,1836,323,54.3,13
CE03401,LOC044,Warehouse,2025-09-25T12:50:49,0.78,3843,4522,799,54.9,15
CE03402,LOC064,Warehouse,2025-07-13T18:01:59,0.96,3291,4721,2211,110.6,39
CE03403,LOC070,Distribution Center,2025-11-01T15:21:54,1.0,4087,6119,3255,125.6,44
CE03404,LOC070,Distribution Center,2024-05-14T06:55:26,1.0,4087,6858,1570,76.1,61
CE03405,LOC059,Distribution Center,2025-01-28T07:59:29,0.56,4161,3492,0,30.0,0
CE03406,LOC025,Warehouse,2024-08-01T19:38:48,0.47,491,347,0,30.0,0
CE03407,LOC007,Warehouse,2025-05-31T23:50:06,1.0,2658,4220,1462,96.0,52
CE03408,LOC066,Sort Facility,2025-07-11T04:08:16,0.85,3283,4176,1335,78.8,24
CE03409,LOC048,Sort Facility,2025-12-25T18:26:15,0.49,3574,2641,0,30.0,0
CE03410,LOC036,Airport,2025-12-01T05:52:36,0.9,2829,3830,1740,103.8,31
CE03411,LOC031,Hub,2026-04-17T15:16:21,1.0,4593,6899,3322,116.8,45
CE03412,LOC025,Warehouse,2024-09-12T04:39:31,0.43,491,317,0,30.0,0
CE03413,LOC066,Sort Facility,2024-03-07T10:02:57,0.56,3283,2753,0,30.0,0
CE03414,LOC068,Hub,2025-06-17T12:53:03,0.42,2969,1849,0,30.0,0
CE03415,LOC053,Distribution Center,2026-02-25T14:12:12,1.0,1247,2035,1282,153.4,56
CE03416,LOC026,Distribution Center,2024-08-13T07:52:27,0.71,3661,3914,212,36.9,6
CE03417,LOC027,Distribution Center,2025-06-14T17:37:50,0.63,300,284,0,30.0,0
CE03418,LOC019,Airport,2026-04-19T04:31:38,0.41,3442,2127,0,30.0,0
CE03419,LOC044,Warehouse,2024-09-04T15:54:19,0.47,3843,2734,0,30.0,0
CE03420,LOC050,Airport,2026-06-10T04:48:36,1.0,3355,5742,3667,161.2,64
CE03421,LOC047,Distribution Center,2024-08-04T17:43:51,0.79,4197,4981,1520,73.5,16
CE03422,LOC037,Distribution Center,2024-11-15T17:15:24,0.85,2793,3551,1426,91.3,24
CE03423,LOC001,Last Mile Facility,2025-09-07T17:00:20,0.35,960,500,0,30.0,0
CE03424,LOC054,Port,2024-05-06T23:36:52,0.28,759,315,0,30.0,0
CE03425,LOC014,Airport,2025-10-12T20:33:35,1.0,1578,2488,1098,113.5,51
CE03426,LOC028,Hub,2024-06-22T19:11:13,0.65,4698,4556,0,30.0,0
CE03427,LOC049,Port,2026-02-17T20:56:13,0.28,1833,762,0,30.0,0
CE03428,LOC046,Last Mile Facility,2026-04-25T01:40:06,0.63,1736,1649,0,30.0,0
CE03429,LOC021,Port,2024-03-06T05:04:08,0.64,437,422,0,30.0,0
CE03430,LOC067,Warehouse,2026-03-18T02:55:50,1.0,3061,5295,3835,180.3,65
CE03431,LOC026,Distribution Center,2024-06-10T06:30:55,1.0,3661,5894,2951,126.7,54
CE03432,LOC058,Hub,2026-06-12T22:52:30,0.38,4836,2790,0,30.0,0
CE03433,LOC054,Port,2024-01-07T06:38:26,0.75,759,855,48,37.6,11
CE03434,LOC038,Airport,2025-01-30T16:32:38,0.31,1463,680,0,30.0,0
CE03435,LOC072,Airport,2026-05-05T02:12:35,0.31,4665,2167,0,30.0,0
CE03436,LOC067,Warehouse,2024-09-12T20:31:54,0.51,3061,2330,0,30.0,0
CE03437,LOC035,Airport,2024-12-18T07:03:28,0.42,1822,1156,0,30.0,0
CE03438,LOC031,Hub,2025-06-04T05:58:01,0.37,4593,2569,0,30.0,0
CE03439,LOC044,Warehouse,2026-01-29T21:57:07,0.68,3843,3917,100,33.1,1
CE03440,LOC044,Warehouse,2024-06-30T15:08:37,0.32,3843,1832,0,30.0,0
CE03441,LOC001,Last Mile Facility,2025-05-20T15:02:45,0.27,960,391,0,30.0,0
CE03442,LOC010,Last Mile Facility,2025-08-02T22:27:27,0.53,1628,1294,0,30.0,0
CE03443,LOC067,Warehouse,2026-05-01T23:43:27,0.56,3061,2593,0,30.0,0
CE03444,LOC069,Port,2025-09-05T13:11:43,0.3,4167,1870,0,30.0,0
CE03445,LOC074,Warehouse,2026-03-23T15:21:55,0.58,325,284,0,30.0,0
CE03446,LOC006,Sort Facility,2025-09-02T04:38:07,0.55,4943,4046,0,30.0,0
CE03447,LOC016,Airport,2024-12-06T07:34:28,0.59,1121,986,0,30.0,0
CE03448,LOC026,Distribution Center,2026-06-15T08:50:37,0.97,3661,5304,1873,91.4,40
CE03449,LOC066,Sort Facility,2025-06-29T11:14:15,0.9,3283,4446,1145,71.9,31
CE03450,LOC056,Warehouse,2025-09-25T19:17:04,0.56,3011,2510,0,30.0,0
CE03451,LOC006,Sort Facility,2024-06-14T07:52:20,0.65,4943,4846,0,30.0,0
CE03452,LOC027,Distribution Center,2024-12-16T18:59:11,0.28,300,124,0,30.0,0
CE03453,LOC035,Airport,2025-12-05T17:27:01,0.44,1822,1214,0,30.0,0
CE03454,LOC023,Port,2024-08-29T20:57:38,0.67,2668,2688,36,31.6,0
CE03455,LOC061,Airport,2024-10-19T13:29:36,0.72,2149,2334,118,36.6,7
CE03456,LOC034,Port,2024-01-01T22:13:29,1.0,1778,3067,837,86.5,65
CE03457,LOC002,Port,2026-02-22T17:32:11,0.51,566,432,0,30.0,0
CE03458,LOC040,Distribution Center,2024-06-16T11:06:27,0.62,2337,2171,0,30.0,0
CE03459,LOC022,Hub,2026-02-08T06:30:10,0.35,479,251,0,30.0,0
CE03460,LOC053,Distribution Center,2024-08-12T05:57:53,0.73,1247,1373,106,40.2,9
CE03461,LOC021,Port,2024-04-22T04:03:35,0.7,437,456,29,38.0,3
CE03462,LOC020,Last Mile Facility,2025-04-21T05:14:00,0.63,1116,1056,0,30.0,0
CE03463,LOC037,Distribution Center,2025-01-10T16:12:02,0.78,2793,3269,823,65.4,15
CE03464,LOC039,Warehouse,2025-09-22T21:14:46,0.96,1629,2352,754,85.5,39
CE03465,LOC046,Last Mile Facility,2025-04-15T11:20:59,1.0,1736,3071,978,97.6,69
CE03466,LOC013,Hub,2024-11-21T01:10:57,0.46,2712,1863,0,30.0,0
CE03467,LOC064,Warehouse,2026-04-21T21:59:23,1.0,3291,4950,1763,94.3,45
CE03468,LOC072,Airport,2024-05-30T01:01:57,0.75,4665,5264,431,41.1,11
CE03469,LOC033,Last Mile Facility,2024-10-23T17:14:28,0.27,4291,1764,0,30.0,0
CE03470,LOC045,Distribution Center,2024-02-06T12:21:10,1.0,4759,8523,5589,170.9,71
CE03471,LOC012,Airport,2024-01-26T04:43:31,0.55,2463,2040,0,30.0,0
CE03472,LOC065,Airport,2024-02-18T07:23:48,0.9,1748,2353,636,73.7,31
CE03473,LOC069,Port,2025-04-04T11:37:46,0.83,4167,5201,1629,76.9,22
CE03474,LOC058,Hub,2024-07-07T02:01:23,0.41,4836,2945,0,30.0,0
CE03475,LOC005,Sort Facility,2024-11-17T16:46:40,1.0,1284,2275,1452,165.7,69
CE03476,LOC028,Hub,2024-10-15T11:55:26,1.0,4698,8231,3858,128.5,67
CE03477,LOC005,Sort Facility,2024-04-20T19:36:16,0.96,1284,1847,1078,130.7,39
CE03478,LOC025,Warehouse,2024-04-14T02:45:20,0.36,491,265,0,30.0,0
CE03479,LOC058,Hub,2025-01-28T16:42:02,0.62,4836,4489,0,30.0,0
CE03480,LOC054,Port,2025-12-04T02:07:37,0.89,759,1008,305,78.2,29
CE03481,LOC071,Last Mile Facility,2024-07-03T18:53:12,0.57,4596,3904,0,30.0,0
CE03482,LOC004,Warehouse,2025-10-17T10:13:31,0.9,869,1177,479,96.1,31
CE03483,LOC005,Sort Facility,2025-07-09T09:05:55,0.62,1284,1187,0,30.0,0
CE03484,LOC049,Port,2025-09-18T00:57:33,0.39,1833,1075,0,30.0,0
CE03485,LOC043,Distribution Center,2024-01-17T10:01:13,0.94,4879,6862,1459,65.9,36
CE03486,LOC006,Sort Facility,2025-04-11T08:50:39,0.86,4943,6378,1572,68.2,26
